vid,cid,title,description
HqanOYf93do,UCqDUhDiWJdk3inMxtEPOUWw,Pseudoskeptics Latest on TED banning of Sheldrake Juicy details,"Latest details exposed on the banning of Sheldrake by TED annonymous vigilante 19th century ""board"" CLICK THE YELLOW ..."
RqT1GPxEKVk,UCqDUhDiWJdk3inMxtEPOUWw,Pseudoskeptics Obessive Debunking Disorder   (ODD),Witty take on the strange pathology of headkicking pseudo-skeptics. sending money to James Randi.
VfgEjbEKiEE,UCqDUhDiWJdk3inMxtEPOUWw,"Pseudoskeptics Police prove psychics right, again and again-- psychic Jeanne Borgen",Psychic Medium Jeanne Borgen enables a case with no leads to be solved in a few minutes consultation. Psychic proven right by ...
yRCs2NnILpw,UCqDUhDiWJdk3inMxtEPOUWw,"Bullying Youtube-Google:   Message for you, Anonymous Nazis","Lesson in the need for privacy. That out-of-control Google slash You tube,- sorely needs, in light of their continued attempts, ..."
F8zjTnDqzLY,UCqDUhDiWJdk3inMxtEPOUWw,"Pseudoskeptics 2012  From Homeopathy runs Randi now, with YOUR money,  dear skeptics",A little summary of James Randys sudden change of opinion on Homeopathy.
1oL7gvG7qfQ,UCqDUhDiWJdk3inMxtEPOUWw,pseudoskeptics Proven- Like Charges can ATTRACT,Surprise disclosure from Nature finally explained http://www.abc.net.au/science/articles/2012/05/16/3502533.htm.
ExAm6GFmsds,UCqDUhDiWJdk3inMxtEPOUWw,Pseudokoskeptics NDEs require rejection of materialism - Eminent Neurosurgeon,A mini playlist exploring and summarising the NDE and how it just cant be explained via 19th century materialism.
czz57IYxpiQ,UCqDUhDiWJdk3inMxtEPOUWw,Elisabeth Gilbert Creativity and the Daemon Pt1,Points to watch for in the best selling authors explanation of the origin of Creativity.
CTBU_qQq0UM,UCqDUhDiWJdk3inMxtEPOUWw,Pseudoskeptics 2 experts reach major conclusion about ALL of you,2 senior skeptic watchers reveal a long term conclusion about the skeptic movement Police use Psyhcics ...
zKEweGUDUdE,UCqDUhDiWJdk3inMxtEPOUWw,Pseudoskeptics  Philosophers  read you so very well to the  masses,"Pseudoskeptics are now so well studied, their defects are widely understood and publicly listed at websites like ..."
BYbee2_n5_0,UCqDUhDiWJdk3inMxtEPOUWw,Pseudoskeptics &quot;Cant prove the negative&quot; James Randi&#39;s idiocy -Victor Zammit,Retired Supreme Court Lawyer Victor Zammit explains the rules of legal debate re POSITIVE EVIDENCE for the Afterllfe ...
Z14KWJSSrzE,UCqDUhDiWJdk3inMxtEPOUWw,Pseudoskeptics Follow up to Psychic  Noreen Reniers successfull defamation case against skeptic,
kPLKqePlyoU,UCqDUhDiWJdk3inMxtEPOUWw,"Pseudoskeptics Psychic Sues SKEPTIC and Wins &quot;fraud&quot; Defamation case, LOL.",Damages award to proven psychic for being defamed by Skeptic writer.
hdnwO30JOW0,UCqDUhDiWJdk3inMxtEPOUWw,"Einstein, Hawking, Dawkins, Sagan, Michio KooKoo, Susskind and their ilk totally ruined by CERN?","The media puppets placed in front of us to represent academic materialistic, reductionist, mind control ""psyence"" have been ..."
8goFV6Y-T9c,UCqDUhDiWJdk3inMxtEPOUWw,"Pseudoskeptics ESP Physical proof, body location Monroeville Police Please dispute",Skeptics are invited to dispute these facts on public record.
DzmWpjmes1w,UCqDUhDiWJdk3inMxtEPOUWw,Pseudoskeptics  Physical proof of ESP Criminal conviction No2,Documented physical proof of ESP. There are many.
-oeNxTB9IAM,UCqDUhDiWJdk3inMxtEPOUWw,Pseudoskeptics Your Pathological disbelief,Widespread acceptance of ESP Afterlife and the Paranormal is global.
woF0fi66oWY,UCqDUhDiWJdk3inMxtEPOUWw,96% report paranormal experiences,Rare online survey draws huge response.
78jFtDfN_MQ,UCqDUhDiWJdk3inMxtEPOUWw,Skeptics Dowsing map Lithuania Kaliningrad,Note the excellent string alignment with reference background object. This is a personal dowsing experiment that anyone can do ...
K05m0yb-Mh8,UCqDUhDiWJdk3inMxtEPOUWw,Afterlife  subject entry-- some spectacular results reported by Biochips1,"A series of videos reporting some spectacular physical mediumship seances attended by only about 20 people, while millions are ..."
IP7023G0QZc,UCqDUhDiWJdk3inMxtEPOUWw,Pseudoskeptics Randi Challenge exposed as fraud by Supreme Court Lawyer,A supreme court lawyer with science degrees denounces Randi as a fraud Randi's Fraud detailed by another ...
us0rAzx1xWM,UCqDUhDiWJdk3inMxtEPOUWw,Everyones  E.S.P PROVEN !,Experiment shows peoples own physiological reaction occurs before they are consciously aware of future events.
bC6V8x0czFM,UCqDUhDiWJdk3inMxtEPOUWw,Pseudoskeptics and the paranormal,Brasilian educated open minded skeptic Julio Siqueira characterises the behaviours of online pseudoskeptics to which he ...
V_XJytl7g6A,UCqDUhDiWJdk3inMxtEPOUWw,Pseudoskeptics all gulled subscribing to BIg Pharma&#39;s Randi,"Gulled as in gullible. Your pseudo scientific war cries that everyone should be more ""scientific and rational"" like the magician ..."
rc5GJi0PdHs,UCqDUhDiWJdk3inMxtEPOUWw,Amanita Muscaria The Magic Christmas Mushroom.wmv,A dash of temporary chemical Gnosis delivered on 25th dec by shamans in red suits climbing down chimneys of snowbound ...
ooIkYvZOhi8,UCqDUhDiWJdk3inMxtEPOUWw,Rex Murphy on Climategate,Calm Overview of climategate.
NTNggRsCrQg,UCqDUhDiWJdk3inMxtEPOUWw,Pseudo Skeptic James Randi runs away,James Randi ignoring the paranormal. Epoch Times real case ...
ZCeaO-b89Ak,UCqDUhDiWJdk3inMxtEPOUWw,Scientist  Sheldrake exposes Richard Dawkins as a Fundamentalist Pseudoskeptic,Pseudo Skeptic Richard Dawkins denounced by Sheldrake.
FIDLMAvuxSE,UCqDUhDiWJdk3inMxtEPOUWw,LAY GNOSIS Learn Remote Viewing in 5 emails,Learn Remote Viewing in 5 emails from www.truebluehealer.com.
xvBL25uzUj4,UCqDUhDiWJdk3inMxtEPOUWw,PSI  everywhere - but all  idiots -skeptics.,The attitude of pseudo-skeptics consists of patronising put downs reflecting their own naive narcissism.
YB3SAD-gHTc,UCqDUhDiWJdk3inMxtEPOUWw,(1721) Randi denounced by Sheldrake,"James Randi, never a scientist denounced as liar and fraud by a real scientist. http://subversivethinking.blogspot.com/ Cant orove ..."
baLUxKBeAAI,UCqDUhDiWJdk3inMxtEPOUWw,(1723) Sheldake  and me on skeptics extremism,Biologist Sheldrake and me on Skeptics http://subversivethinking.blogspot.com/
9QeSZvdzezI,UCqDUhDiWJdk3inMxtEPOUWw,LAY GNOSIS  Romantic Ambush- Incoming Angel,Romantic trap set for the unwary.
wxG-WdzF0fg,UCqDUhDiWJdk3inMxtEPOUWw,Ave Maria Sissel Plus,Hearing Internal music is natural and normal You are being signalled. Knock Knock Anybody home? How to reply is at ...
WeIh6b7gaFs,UCqDUhDiWJdk3inMxtEPOUWw,Sissel Kyrkjebø - Auld Lang Syne - 2009,When you hear this kind of music internally you are being signalled How to reply is at www.truebluehealer.com/ 20 Min ...
G5SGOKEDRKU,UCqDUhDiWJdk3inMxtEPOUWw,Ray Coniff Dr Zhivago,If you hear internal music you are being signalled How to reply at video ending.
7bcz-eyL9OM,UCqDUhDiWJdk3inMxtEPOUWw,Sarah Brightman Andrea Bocelli Times to say Goodbye   -- Magnifique,When you hear this kind of music internally you are being signalled How to reply is that video ending Goto 20 mins BEGINNERS ...
O5iTBaDYi78,UCqDUhDiWJdk3inMxtEPOUWw,Sarah Brightman Ave Maria  Exquisito,Hearing Internal music is natural and normal You are being signalled. Knock Knock Anybody home? How to reply is at ...
JbNlCHslGG4,UCqDUhDiWJdk3inMxtEPOUWw,Ave Maria Barbara Streisand,If you hear this music internally you are being signalled. How to respond is at www.truebluehealer.com/ 20 mins BEGINNERS ...
sZ7CMUhCHMI,UCqDUhDiWJdk3inMxtEPOUWw,Tim Poole and Comedian&#39;s insight that we are repeating hyper leftism of  1920s,Tim Poole and Comedian's insight that we are repeating hyper leftism that breeds hyper rightism producing 1920s Weimar ...
Sljp0i-sKWo,UCqDUhDiWJdk3inMxtEPOUWw,Judicial Watch asks DC Mayor Permission to Paint Own Message On Street,Bent left being challenged Yahooo.
5JjfPDJEAH8,UCqDUhDiWJdk3inMxtEPOUWw,Compelling argument against &quot;Systemic Racism&quot;,Thomas Sowell already showed this- Caribbean unwhites do better than US borns. Its the Democrats who instil failure into US ...
p4-14CKQ144,UCqDUhDiWJdk3inMxtEPOUWw,Former Navy officer slams  deranged BLM,Former Navy officer points to the dominant problem that BLM pointedly ignores http://paypal.me/SteveTrueblue4Gnosis.
W5_ddkCFwnI,UCqDUhDiWJdk3inMxtEPOUWw,Police Racism -Media  Smoke and Mirrors,Police Racism: A Manufactured Crisis American Renaissance Jared Taylor.
BmfgVUOzrNo,UCqDUhDiWJdk3inMxtEPOUWw,Arson solution for demonstrations &amp; Dead man walking,Arson solution for peaceful demos so simple.
KS4Flr0lJmU,UCqDUhDiWJdk3inMxtEPOUWw,Is China facing a  1919 Versaille event ?,An international coalition of free nations is the objective of the US to enable corona aggrieved nation states to confiscate Chinese ...
_xTBYFHeH54,UCqDUhDiWJdk3inMxtEPOUWw,"VICTORY -  Gates, Anthony Fauci lost a Massive Supreme Court Case in USA  NO MANDATORY VACCINES",Bill Gates and his side kick Anthony Fauci along with the big Pharmaceutical Companies has lost a massive court case in the ...
yK4tJV6qMFM,UCqDUhDiWJdk3inMxtEPOUWw,Italian Deputy  demands Bill Gates arrest for crimes against humanity,First parliamentary speaker to list Bill Gates crimes against humanity.
wzhG5W6tfxk,UCqDUhDiWJdk3inMxtEPOUWw,Prolife Antiseptic schools teaching anti-life subjects,Our day to day lunacy just gets more bizarre.
ohgri1awhZU,UCqDUhDiWJdk3inMxtEPOUWw,Trumps odd statement Military &quot;delivering&quot; vaccines,We must consider the current events Flynn legal fiasco and the need for a continuing state of emergency.
ZKiVROTlw7I,UCqDUhDiWJdk3inMxtEPOUWw,Malthusian fear mongering  countered by growing PROSPERITY,Discredited 18th-century economist Thomas Malthus still haunts the environmental debate. ---------------- Reason is the planet's ...
MQvIUqrV4BI,UCqDUhDiWJdk3inMxtEPOUWw,Trump Derangement producing broken drug studies,Trump Derangement Insanity gripping the fake news media.
yOPUY2c2HmM,UCqDUhDiWJdk3inMxtEPOUWw,Just WHO is to blame ?,China timeline jigsaw puzzle snaps into place.
3o456YxjyOM,UCqDUhDiWJdk3inMxtEPOUWw,Youtubers Union begins-- a most welcome develeopment,Youtubers union begins with a conventional workers union applying traditional workplace reasoning and definitions to youtubers ...
ZxlJxkR4vKo,UCqDUhDiWJdk3inMxtEPOUWw,Robin Tilbrook Brexit Court Case appeal for help! (Mirror),Court case needs more crowdfunding. MSM is deathly quiet. Court case could break the Brexit Deadlock Save a lot of heartache.
-Spa6BxdwUs,UCqDUhDiWJdk3inMxtEPOUWw,Is Nigel Farage better than Churchill ? Vote here,He might be the best orator since WW2. What do you think ? Can he get to 50pc of the vote in the next general election ? And wipe ...
nGFHEVIe9pM,UCqDUhDiWJdk3inMxtEPOUWw,Mirror Lisa Haven  You’ve Been Sold Out! BUT Trumps About To Take It All Back! ACT NOW!,You've Been Sold Out! BUT Trumps About To Take It All Back! ACT NOW!
dPyJS7ou6PM,UCqDUhDiWJdk3inMxtEPOUWw,China producing its own Vatican to deal with burgeoning religions,Chinese communist party is becoming what it hates the most-- head of a religion- a Vatican- LOL trying to cope with peoples ...
cEgHCXoc4nA,UCqDUhDiWJdk3inMxtEPOUWw,Treason signing the UN migration Compact 12 French generals to Macron,"Tax-expert Jean-Philippe Delsol says France has 1.5 million too many ""fonctionnaires [officials]. When you consider that public ..."
4FPkHvjIwo8,UCqDUhDiWJdk3inMxtEPOUWw,Mark Latham explains Where did the Left Wing Go ? #marklatham  #marklatham #australianimmigratio­n,"mark latham,andrew bolt,left wing, cultural marxism, bigotry, discrimination,identity polltics, #marklatham #australianimmigration ..."
ztcLP7dogr4,UCqDUhDiWJdk3inMxtEPOUWw,Sydney Transexual industry alarming growth in schools,Sydney Daily Telegraph reports the transexual industry is using teachers to find transexual operation candidates. Apparently the ...
RRpVtrmxT60,UCqDUhDiWJdk3inMxtEPOUWw,Paedophile Agenda smearing truth,The Marxist perpetual assault on truth here detailed. Goal is to turn civilisation into a smoking Mad Max scape. Where every ...
Y9-XbkeAeCI,UCqDUhDiWJdk3inMxtEPOUWw,War begins with a million rapes in the UK,A million rapes is obviously the start of a war. About time we woke up to this. Its not unlike the international Bolsheviks declaring ...
nnM1Q8BxTk8,UCqDUhDiWJdk3inMxtEPOUWw,Tommy Bobinson awested  shok hower,Coded news articles to get awound D notices. Tommy Bobinson the wenowned National Bocialist was wumoured awested today ...
bkzgPyGo88E,UCqDUhDiWJdk3inMxtEPOUWw,Targeted video interruptions by Youtube like Targeted ads.,Targeted video interruptions by Youtube like Targeted ads. Anonymous browser makes huge difference to video picture quality.
TLRFAcQa8go,UCqDUhDiWJdk3inMxtEPOUWw,The world must know pure evil,Organ harvesting in war torn countries.
nCocs4rLLVQ,UCqDUhDiWJdk3inMxtEPOUWw,SA Evacuation pre White Genocide How did we get here? Pt 2,SA Evacuation pre White Genocide How did we get here? Pt 2 Solution offered Poignant Last White Rhino dies ...
R2v_WdO7YIs,UCqDUhDiWJdk3inMxtEPOUWw,Jordan Peterson Tommy Robinson Freedom of Speech &amp; Eliticide,3 items Jordan Peterson complaining of fear Tommy Robinson stirring up enclaves Freedom of speech crushed in the UK ...
TWKlFQtvzG4,UCqDUhDiWJdk3inMxtEPOUWw,Degenerate left driving us down a slippery slope,Degenerate left driving us down a slippery slope.
DClY5pR7GX8,UCqDUhDiWJdk3inMxtEPOUWw,Cheddar Man   Debunked,Zionist Pseudoscience Black Cheddar Man debunked Real Scientists skin colour cant be deduced from DNA ...
vkuD28bHlp8,UCqDUhDiWJdk3inMxtEPOUWw,Marxism  can be slain like Big Tobacco was,Big Tobacco has a greatly reduced footprint in the western world since the discovery of precisely how smoking causes cancer.
uwM5kBU8qY0,UCqDUhDiWJdk3inMxtEPOUWw,Stopping the Marxist Transgender Suicide Cult in Schools,Indoctrinating children into the Gender fluidiity & transgender mindset is enrolling them in a suicide cult with a 2000% elevated ...
8WTFC-hQbDE,UCqDUhDiWJdk3inMxtEPOUWw,Wonderful Potted history producing our current mess,THE DEEP STATE - 50 Year Old Recording Explains Why The World Is Going Crazy--Myron Fagan https://youtu.be/6X_xB1JJ_Es ...
bx8Pqtd28TI,UCqDUhDiWJdk3inMxtEPOUWw,Eliticide still the best option for UK,Suggested solution to white genocide Self-Cannibalizing Islam http://www.islam-watch.org/AbulKasem/cannibalizing_islam.htm ...
f1rRCP9nmZE,UCqDUhDiWJdk3inMxtEPOUWw,Catastrophism  A New History for Planet Earth   Space News,Uniformitarianism was a 19th Cent atheist opposition school to Biblical cataclysms. The antithesis of holy books. Geology and ...
mKGzfxzBVHY,UCqDUhDiWJdk3inMxtEPOUWw,Stopping Marxism at its Uni source- Consumer Laws,
Q4FOURmUamc,UCqDUhDiWJdk3inMxtEPOUWw,Gnostic Easter Message,Easter message is about the triumph of life over the illusion of death.
nq1ccOhkwqc,UCqDUhDiWJdk3inMxtEPOUWw,Dementia Reversal with Ultrasound,Already working on dementia patients in pilot study. Using ultrasound to open the blood-brain barrier holds potential for dementia ...
ozQfqLz4CzU,UCqDUhDiWJdk3inMxtEPOUWw,SJWs Fembots  Widespread mental dysfunction in society,
9t-P49FWX0k,UCqDUhDiWJdk3inMxtEPOUWw,For Human Telepathy what are we missing?,
75GobICbX5U,UCqDUhDiWJdk3inMxtEPOUWw,"DNA Discoverer Watson, Merkel and Comparative Evil",
yR0tnW1gpCw,UCqDUhDiWJdk3inMxtEPOUWw,Trump &amp; the Delusion of Invincible Democracy,Australia- Muslim students at Sydney high school threatened to behead non-Muslim staff in the name of the Islamic State ...
WCZvmwpOBns,UCqDUhDiWJdk3inMxtEPOUWw,Draining the swamp will collapse Washington,Its possible to go too far with drainage. How Trump Can Beat The Deep State https://youtu.be/Qhej29hBLww Mark Levin FACT ...
r2T8akG6jGE,UCLM6JlQkQ9tltBL9Bipci9g,A little piece of daily homeschooling!,A little piece of daily homeschooling with our two years old girl!
cUsOr2FGNKE,UCLM6JlQkQ9tltBL9Bipci9g,Permaculture Garden in November - UPDATE - PHOTOS,"You can follow me on TWITTER: https://twitter.com/CachetMarie My main book ""The Secret of the She-Bear"" available on Amazon: ..."
Beqz6uKRwWA,UCLM6JlQkQ9tltBL9Bipci9g,Varg Vikernes get BANNED from YouTube,The three channels: GANDALF THE WHITE: https://www.youtube.com/channel/UCy9f-roEe9qmwHf1Neg-OmQ THE WORLD ...
1b5yAX8tZ1w,UCLM6JlQkQ9tltBL9Bipci9g,The Secret of the She Bear NOW in English,Here can you order the book: ...
c3agohfmUH4,UCLM6JlQkQ9tltBL9Bipci9g,MAÏA&#39;S TALE (Pagan ASMR) - In the temple of Atlantis (French and English),"A very old tale, to your initiation, and as a reminder. More info in my book ""Le Secret de l'Ourse"" ""The Secret of the She-Bear"" ..."
SRm-BcoEGNc,UCLM6JlQkQ9tltBL9Bipci9g,MAÏA&#39;S TALE - The serpent and the sparrows (French and English),"A pagan tale for your initiation, as a reminder. More info in my book ""Le Secret de l'Ourse"" ""The Secret of the She-Bear"" available ..."
6UyCuk6XA9w,UCLM6JlQkQ9tltBL9Bipci9g,Why do we make jokes on April the 1st?,"Why do we make jokes on April the 1st and why is it related to the symbol of fish? My books: ""The Secret of the She-Bear"" ..."
MrlLHUgw_QU,UCLM6JlQkQ9tltBL9Bipci9g,Le besoin d&#39;impossible,"My books: ""The Secret of the She-Bear"" available on Amazon: ..."
n-F-IYr4Cyw,UCLM6JlQkQ9tltBL9Bipci9g,Yule 2014 and new year 2015,"My books: ""The Secret of the She-Bear"" available on Amazon: ..."
swaMx0RhBsQ,UCLM6JlQkQ9tltBL9Bipci9g,ForeBears will be released the 10th of March 2013,"The ForeBears' film (DVD) is NOW available on WwW.AncestralCult.Com/Shop ! My books: ""The Secret of the She-Bear"" available ..."
21YZhnM1o0U,UCLM6JlQkQ9tltBL9Bipci9g,Informal Walk in a Part of the Garden - JUNE 2021,"You can follow me on TWITTER: https://twitter.com/CachetMarie My main book ""The Secret of the She-Bear"" available on Amazon: ..."
7afgxY9fm1o,UCLM6JlQkQ9tltBL9Bipci9g,A bit of Homeschooling... (ENG/FREN),"Maïa (2 years old) is teached by her bigger sister Sovili (9 years old) here. Maïa is very interested to all visual things, and is in fact ..."
XB4ptBXroTw,UCLM6JlQkQ9tltBL9Bipci9g,The real meaning of THE RUNES - FEHU,The real meaning of THE RUNES - FEHU You can now follow me on TWITTER: @CachetMarie https://twitter.com/CachetMarie ...
gl8tNegT3P8,UCLM6JlQkQ9tltBL9Bipci9g,VR to Survive the Jive: WHY THE HORSE REPRESENTS THE PLACENTA.,This is a Video Response to an attack from STJ on Twitter. I explain here why I think the horse is a representation of the placenta ...
_c6Vx-iHpnA,UCLM6JlQkQ9tltBL9Bipci9g,HOW to find your TOTEM animal?,What is a TOTEM animal? My sources (studies): Paternally expressed genes predominate in the placenta ...
nd1pHD3uWPg,UCLM6JlQkQ9tltBL9Bipci9g,PERMAGANISM - Permaculture and Paganism - JUNE 1,PERMAGANISM - Permaculture and Paganism - JUNE 1 VARG VIKERNES' CHANNEL: ...
pyul-iH9adU,UCLM6JlQkQ9tltBL9Bipci9g,PYTHAGORAS&#39; instructions about THE SHE-BEAR and THE MAGIC BEANS,"With the teachings I gave you so far, I propose you think about these questions: What are the real names of the Daunian She-bear ..."
c4XO2QIc6y4,UCLM6JlQkQ9tltBL9Bipci9g,THE GREY STALLION - About the day I learned to talk to Nature,THE GREY STALLION - About the day I learned to talk to Nature Paganism Explained Part IV: ...
ECBvn5_rInE,UCLM6JlQkQ9tltBL9Bipci9g,Creation and Time IN PAGANISM,Creation and Time IN PAGANISM - I am asking STJ for VR. Paganism Explained Part IV: ...
aTFtwyDK6rU,UCLM6JlQkQ9tltBL9Bipci9g,The Myth of the Amazons EXPLAINED... to scholars,The Myth of the Amazons EXPLAINED... to scholars... New book! Paganism Explained Part IV: ...
TaiQ1PkhMjY,UCLM6JlQkQ9tltBL9Bipci9g,"PERMACULTURE - June, the rebirth","PERMACULTURE - June, the rebirth New book! Paganism Explained Part IV: ..."
TENCjqm0ql4,UCLM6JlQkQ9tltBL9Bipci9g,PERMACULTURE - A Cold February Sunday,PERMACULTURE - A Cold February Sunday New book! Paganism Explained Part III: ...
HNdoJRUEexU,UCLM6JlQkQ9tltBL9Bipci9g,Old fashioned Survivalism: Home Tour,"How to become independent today, even with many children? By the way, we live like that voluntarily. We would have had the ..."
uleku615u7M,UCLM6JlQkQ9tltBL9Bipci9g,What is (in fact) Halloween/Samhain about?,"Halloween/Samhain and the berserkers. More info in my book ""Le Secret de l'Ourse"" ""The Secret of the She-Bear"" available on ..."
Muq2UglLUgo,UCLM6JlQkQ9tltBL9Bipci9g,How to celebrate the Summer Solstice?,"How to celebrate the Summer Solstice as a pagan? Please understand that the images are as important as the text... Our ""Survivre ..."
A9QRpgLo9dA,UCLM6JlQkQ9tltBL9Bipci9g,Notre ferme en permaculture Partie 1 - Our permaculture farm part 1,"Plants, pond, trees, seedballs, soil, babies... My books: ""The Secret of the She-Bear"" available on Amazon: ..."
vqEw2K2aRyY,UCLM6JlQkQ9tltBL9Bipci9g,How to celebrate Easter/Ostara?,"How to celebrate Easter/Ostara? My books: ""The Secret of the She-Bear"" available on Amazon: ..."
aS1pUH_IzWc,UCLM6JlQkQ9tltBL9Bipci9g,What is (in fact) Carnival about?,"What is (in fact) Carnival about, and why you will also learn what is a werewolf?... My books: ""The Secret of the She-Bear"" ..."
Hl7G5y-KGeM,UCLM6JlQkQ9tltBL9Bipci9g,How to celebrate Candlemas/Imbolc?,"Here is the channel of my children, about use of wild plants: https://www.youtube.com/channel/UCmkpt7oj0rvrpWqHPE98p7w ..."
VuaimZALsGE,UCLM6JlQkQ9tltBL9Bipci9g,The King Cake Celebration,The King cake celebration is a ritual of early January (when the sun is young and rising with his crown). Normally this ritual ...
Zno7JXtquoM,UCLM6JlQkQ9tltBL9Bipci9g,Why is Permaculture Paganism?,"A very good channel (Permaculture in French): https://www.youtube.com/user/permacultureetc My books: ""The Secret of the ..."
3MMP0LbNFyg,UCLM6JlQkQ9tltBL9Bipci9g,How to celebrate Yule/Christmas as a Pagan?,"Christmas/Yule is an ancient ritual of reincarnation, preceded by a symbolic pregnancy. Always remember that these rituals are ..."
xuIzNIINyJU,UCLM6JlQkQ9tltBL9Bipci9g,The Secret of the She-Bear,"My books: ""The Secret of the She-Bear"" available on Amazon: ..."
2QJ81EctYTM,UCLM6JlQkQ9tltBL9Bipci9g,About veganism,"What I have to say about veganism... My books: ""The Secret of the She-Bear"" available on Amazon: ..."
I4E-4169HKE,UCLM6JlQkQ9tltBL9Bipci9g,SURVIVALISM: 10 essential things in crisis you don&#39;t necessarily think about...,SURVIVALISM: 10 essential things in crisis you don't necessarily think about... If you have other ideas... Please COMMENT!
qJokYgXwGpY,UCLM6JlQkQ9tltBL9Bipci9g,The night I became a Goddess,"An extract of the novel ""The Little Godess"" by Ian Mc Donald About the Kumari child goddess living in Nepal. A very very old ..."
54DqPxD3rRU,UCLM6JlQkQ9tltBL9Bipci9g,SURVIVALISM: How to give birth?,"In our modern society, we don't know how to give birth anymore. This is a serious problem in case of serious crisis and rupture of ..."
6_FkuSBwl4E,UCLM6JlQkQ9tltBL9Bipci9g,The symbols of Yule,"The symbols of Yule My books: ""The Secret of the She-Bear"" available on Amazon: ..."
z4nYFC7m_Ak,UCLM6JlQkQ9tltBL9Bipci9g,Survivalism: How to NEVER be sick,"Survivalism: How to lose weight, save money and NEVER be sick. My books: ""The Secret of the She-Bear"" available on Amazon: ..."
iHLMSEFfh8s,UCLM6JlQkQ9tltBL9Bipci9g,Amnesia,A video about amnesia and reincarnation. Why you must reproduce the ancient traditions and visit museums or sacred ...
2KjClXcrW9U,UCLM6JlQkQ9tltBL9Bipci9g,The Role of Women,"To my fellow women… My books: ""The Secret of the She-Bear"" available on Amazon: ..."
n16xfyPTfCM,UCLM6JlQkQ9tltBL9Bipci9g,A myth in survivalism: hunger,"In response to a ""survivalist"" common belief … Hunger in case of ""general chaos"" and non-supply of the conventional systems."
qz253Hdcb2o,UCLM6JlQkQ9tltBL9Bipci9g,Un mythe: la faim dans le survivalisme.,"En réponse à une croyance ""survivaliste"" répandue… La faim en cas de ""chaos généralisé"" et non approvisionnement des ..."
-duCEI6XfHU,UCLM6JlQkQ9tltBL9Bipci9g,The Bear Cult and the worldview in the Stone Age #2,The Bear Cult and the worldview in the Stone Age #2. The second video in this serie. Here is the first: ...
yIU78KvMNOE,UCLM6JlQkQ9tltBL9Bipci9g,The Bear Cult and the worldview in the Stone Age #1,"The Bear Cult and the worldview in the Stone Age #1. The first video in this series. An explanation to our fairy tales, mythologies, ..."
k16225iFEww,UCLM6JlQkQ9tltBL9Bipci9g,"Survival Skills in the Family, # 3, &quot;The Candlelight&quot;",The two first videos of that serie (Survival skills in the family) are on V.V.'s channel (thuleanperspective). Here are the two links: #1 ...
udYwGVOXGeY,UCLM6JlQkQ9tltBL9Bipci9g,Homeschooling - The working boxes (Montessori inspired) - The dictations box,"TO RESTORE AN INSTINCTIVE AND CREATIVE LEARNING My books: ""The Secret of the She-Bear"" available on Amazon: ..."
Imt9Xxt_KsA,UCLM6JlQkQ9tltBL9Bipci9g,Homeschooling - The working boxes (Montessori inspired) - The Physics box,"TO RESTORE AN INSTINCTIVE AND CREATIVE LEARNING My books: ""The Secret of the She-Bear"" available on Amazon: ..."
37wW5rR8624,UCLM6JlQkQ9tltBL9Bipci9g,ForeBears -- A Film by Marie CACHET and Varg VIKERNES (Trailer),"The ForeBears' film (DVD) is NOW available on http://www.ancestralcult-shop.com My books: ""The Secret of the She-Bear"" ..."
FO1CwnIsC00,UCLM6JlQkQ9tltBL9Bipci9g,"You are 99,7% Neanderthal (Neandertal)","This video explains the history of Neanderthals, Homo sapiens and Cro-Magnons in a totally new way. If you are interested in this ..."
PValA8UxSnw,UCdEfsAy6rUDPnm9HwKA_asg,THIS IS AMERICA (Teaser) | OUT JULY 4TH | #ThisIsAmerica #LogosRising,"New song, out 4th of July, dedicated to America. Pre-order the album at http://LogosRisingAlbum.com #ThisIsAmerica ..."
HTRMRJsn_mA,UCdEfsAy6rUDPnm9HwKA_asg,Patriarch Hour with Noah Revoy *NEW SHOW*,"New weekly live stream on Tuesday nights at 7pm (Sydney time) with life, relationship, and business coach, and proud patriarch, ..."
81tZeOCNf1A,UCdEfsAy6rUDPnm9HwKA_asg,James introduces Stefan Molyneux,"On July 29th in Brisbane, Australia, James Fox Higgins had the distinct pleasure of introducing Stefan Molyneux for his speech ..."
DFJjNJQDMQY,UCdEfsAy6rUDPnm9HwKA_asg,☦️ &quot;LOGOS RISING&quot; ALBUM PRE-LISTEN (launches December 2020) 💥,"PRE-ORDER NOW: http://LogosRisingAlbum.com 5 years in the making, 6 months in full-tilt production, and now in the final ..."
WTSDRo_m8U4,UCdEfsAy6rUDPnm9HwKA_asg,THIS IS AMERICA 2020 (LolosArt.com Video),Music by James Fox Higgins. Pre-order the Logos Rising album here: http://logosrisingalbum.com Dedicated to the United States ...
AVWTbcjaL7o,UCdEfsAy6rUDPnm9HwKA_asg,THIS IS AMERICA 2020 | Official Music Video | James Fox Higgins,"PRE-ORDER 2020 ALBUM ""LOGOS RISING"" http://LogosRisingAlbum.com JOIN OUR EURO-POSITIVE CHRISTIAN ..."
CWEMXCHPdvw,UCdEfsAy6rUDPnm9HwKA_asg,#LogosRisingAlbum - The Christian Nationalist album you didn&#39;t know you were waiting for!,INDIEGOGO CAMPAIGN: http://LogosRisingAlbum.com Thank you for your support! Logos is rising! #LogosRisingAlbum ...
