title,country,mbfc_page,bias_raw,factual,label,url,channel_id
Defense News,US,center,leastbiased08,High,C,https://www.defensenews.com,UCWTX-mz28FLGF_8y1583THw
Darien Times,US,center,leastbiased04,High,C,http://www.darientimes.com/,
Defense One,US,center,leastbiased06,High,C,https://www.defenseone.com/,UC5g04B7xfIZx7es_4VCj_sw
Del Rio News Herald,US,center,leastbiased07,High,C,http://delrionewsherald.com,
Denton Record Chronicle,US,center,leastbiased02,High,C,https://www.dentonrc.com,UCC4K4vOr0eeR5OXtOaKYrDQ
The Des Moines Register,US,center,leastbiased02,,C,https://www.desmoinesregister.com/,UCvSD6lYlbNdrZ9GFcZo6llg
DifferenceBetween.net,US,center,leastbiased06,Veryhigh,C,http://www.differencebetween.net,
Digital Journal,US,center,leastbiased04,High,C,http://www.digitaljournal.com,UCmEf9Mu__uomEiSWV7v9OqQ
Doctors Without Borders,US,center,leastbiased05,High,C,http://www.doctorswithoutborders.org,UC4oxZI46DHqBxVogf_T256Q
Duluth News Tribune,US,center,leastbiased02,High,C,https://www.duluthnewstribune.com,UCi1e0yvQweZVyfUhtz_nZHA
Eagle Tribune,US,center,leastbiased07,High,C,http://www.eagletribune.com/,UC5gpJCTvn_QDB-vRC_399Mg
Eau Claire Leader Telegram,US,center,leastbiased07,High,C,https://www.leadertelegram.com/,UCYzl0TNobVxqmeskwFD1MkQ
Elko Daily Free Press,US,center,leastbiased07,High,C,https://elkodaily.com,UCHQ156PowB3ur5vLR_KM9OA
Erie Times News,US,center,leastbiased02,High,C,http://www.goerie.com,UCF5cQ4U5Py2DtIQaSA0ftPA
Eurasia Group,US,center,leftcenter09,High,LC,https://www.eurasiagroup.net/,UCAbvdK-BSH7rXRiHouRACLg
FactCheck.org,US,center,leastbiased05,Veryhigh,C,https://www.factcheck.org/,UCc_VNUgjPdpaQdoHRVcCRYQ
Every CRS Report,US,center,leastbiased06,Veryhigh,C,https://www.everycrsreport.com/,
Fair Observer,US,center,leastbiased03,High,C,https://www.fairobserver.com,UC0u96nGnEX5liM9S3vkN9YQ
Fayetteville Observer,US,center,,High,C,https://www.fayobserver.com/,UCJsdJjY8VHf9nraq2Ijchgw
Federal Times,US,center,leastbiased06,High,C,http://www.federaltimes.com/,UC3Xsk2V_ohGhRn-9--GUGaw
First Coast News,US,center,leastbiased03,MostlyFactual,C,https://www.firstcoastnews.com/,UCJCdiZtw9zStiR3xgnp7qlg
Federal News Network,US,center,leastbiased05,High,C,https://federalnewsnetwork.com/,UCwRlM9kpjl9GwPyig86wOaA
First Draft News,US,center,leastbiased03,High,C,https://firstdraftnews.org/,UC0TIBS0JDWs3XPjVjcVPdEg
Florida Times Union,US,center,leastbiased02,High,C,https://www.jacksonville.com/,UCuiwOLwhflDAUOd6sFoftoQ
Florida Politics,US,center,leastbiased08,High,C,https://floridapolitics.com/,UC_dqFcWrxmZfNqZd-2DiyQg
Foreign Affairs,US,center,leastbiased10,High,C,https://www.foreignaffairs.com/,UCCInRC_-mCbDo0XvLArVV3Q
Foreign Policy,US,center,leastbiased09,High,C,https://foreignpolicy.com/,UCcFLnUJF1O7QYHMZiByrJvQ
Foster's Daily Democrat,US,center,leastbiased03,High,C,https://www.fosters.com/,UCSa8Sj304KA9u9FNGLcFlKw
Free Wheel Media,US,center,leastbiased03,High,C,https://freewheelus.com,
Gainesville Sun,US,center,leastbiased09,High,C,https://www.gainesville.com,UCy7u8qNyZ4wRn4xBEkm_NNg
Gallup,US,center,leastbiased04,Veryhigh,C,https://news.gallup.com,UC2dTfkMAnI7_kco6QK7sQuA
Geek.com,US,center,leastbiased04,High,C,https://www.geek.com,UCvf7BnZwwfqYH3C7ELZCHjg
Globe Gazette (Iowa),US,center,leastbiased03,High,C,http://globegazette.com,UC4CD45NY_alExc5HyQ2Atsg
Global Integrity,US,center,leastbiased07,High,C,https://www.globalintegrity.org/,UCFuNeG9LeipxUs7Nnz_DyOg
GoodNewsNetwork,US,center,leastbiased07,High,C,http://www.goodnewsnetwork.org/,UCyl1HT0KZdM2mFGXwvXikfA
US Government Accountability Office (GAO),US,center,leastbiased05,,C,https://www.gao.gov,UCmq2pG9uYmTvqaN5QIfZeyw
Green Bay Press Gazette,US,center,leastbiased08,High,C,https://www.greenbaypressgazette.com,UCIIk6UGjbYRAiMrydknMKKg
Great Falls Tribune,US,center,leastbiased03,High,C,https://www.greatfallstribune.com,UCQyYG_LCuvVvlJ1v0a5O3KA
Greenville News,US,center,leastbiased03,,C,https://www.greenvilleonline.com/,UCl-tOPrYj-arumuX7A-0KcQ
Group of Thirty,US,center,leastbiased07,High,C,https://group30.org/,UCsSYyXkI1nRxVHgQRniMjFw
GovTrack,US,center,leastbiased06,Veryhigh,C,https://www.govtrack.us/,UCL1f7AGknZWFmXWv6bpJzXg
Harvard Business Review,US,center,leastbiased03,High,C,https://hbr.org,UCWo4IA01TXzBeGJJKWHOG9g
Hanford Sentinel,US,center,leastbiased03,High,C,https://hanfordsentinel.com,UC32kiS2kCcfWJI0u6XJ4Rcw
Herald & Review (Illinois),US,center,leastbiased08,High,C,https://herald-review.com,UCSx3UZMZ_f0-UVYPKUAi2OA
Harvard Gazette,US,center,leastbiased02,High,C,http://news.harvard.edu/gazette/,UCLv7Gzc3VTO6ggFlXY0sOyw
Hastings Tribune,US,center,leastbiased04,High,C,http://www.hastingstribune.com,UCyoHa0h7CIj0-W6K3HKS5kA
Homeland Security News Wire,US,center,leastbiased07,High,C,http://www.homelandsecuritynewswire.com,
How To Geek,US,center,leastbiased05,Veryhigh,C,https://www.howtogeek.com,UC5i_-pE1CH9R9klmqTQxasw
ICitizen,US,center,leastbiased03,High,C,https://icitizen.com,UCs2W0x69tb0MIJN2afbOTqg
iMediaEthics,US,center,leastbiased02,High,C,https://www.imediaethics.org,UC9Fo4saVRXPV16iiiCDQ60A
Idaho Statesman,US,center,leastbiased03,High,C,http://www.idahostatesman.com,UC6PiEr5ig3dT2lje5sCUnRw
Inc. Magazine,US,center,leastbiased03,High,C,https://www.inc.com/,UCC69dxCZQB9VURlHQ8wesPA
Independent Record (Montana),US,center,leastbiased07,High,C,https://helenair.com/,UCTCsnD0Utd37BY-Vbq5cUdQ
Independent Journal Review,US,center,leastbiased07,MostlyFactual,C,https://ijr.org/,UC5k4fQj-z0jEQBpd-VFwbIw
Independent Voter Network (IVN),US,center,leastbiased02,High,C,https://ivn.us/,UCtT3loFk1B2BC3R3R31TI3w
Indianapolis Star,US,center,leastbiased03,High,C,https://www.indystar.com/,UCgXtchDNMuAxu30Q-cQNTcQ
IndexMundi,US,center,leastbiased05,High,C,https://www.indexmundi.com/,
Inland Valley Daily Bulletin,US,center,leastbiased07,High,C,https://www.dailybulletin.com,UCMh5MYFzDDu7dF8f8r1qUIQ
Institute for Women's Policy Research (IWPR),US,center,leastbiased02,High,C,https://iwpr.org,UCEXv3ypWhnReEXJlQSKXh6A
International Consortium of Investigative Journalists,US,center,leastbiased02,Veryhigh,C,https://www.icij.org/,UCzLqSkXqbvKnI05Z-3xCwwA
International Rescue Committee (IRC),US,center,leastbiased03,High,C,https://www.rescue.org/,UCxU1GdnQGwwUSXdo8tIs_eA
Investigative Reporters and Editors,US,center,leastbiased05,Veryhigh,C,https://www.ire.org/,
Investopedia,US,center,leastbiased05,High,C,https://www.investopedia.com,UCvwFhI0mrIWDiZUabRapS5Q
Jackson Sun,US,center,leastbiased08,High,C,https://www.jacksonsun.com,UCyRGaa8pjeLMouKTMXlIMaA
Justice Denied,US,center,leastbiased03,High,C,http://justicedenied.org,
Jewish Telegraphic Agency (JTA),US,center,leastbiased07,High,C,https://www.jta.org/,UCDyTKLG1BzCgbzjRvtcKtHg
Journal Gazette,US,center,leastbiased03,High,C,http://www.journalgazette.net/,
Kaiser Family Foundation,US,center,leastbiased02,High,C,http://kff.org/,UCh5BiptKZelzOamcmOeq6BA
KBMT - 12NewsNow,US,center,leastbiased03,High,C,https://www.12newsnow.com/,UCEkv1hU_NpLPcw4HK5Y_iYw
KCRA 3,US,center,leastbiased02,High,C,https://www.kcra.com/,UC-BSVXejMFhhml4V_VyoGxg
KAIT8 TV,US,center,leastbiased02,High,C,https://www.kait8.com/,
KDVR TV,US,center,leastbiased02,MostlyFactual,C,https://kdvr.com/,UCkRP0nS2qERsw-U-OTLbI0A
KDKA - CBS Pittsburgh,US,center,leastbiased03,High,C,https://pittsburgh.cbslocal.com/,UCOEvClYLRZcT5bNCCI5eMKg
KERO - 23ABC,US,center,leastbiased03,High,C,https://www.turnto23.com/,UCaWhMr24lXlBatWGMh9yAdg
Knowhere,US,center,leastbiased05,High,C,https://knowherenews.com,
Know Your Meme,US,center,leastbiased05,High,C,http://knowyourmeme.com/,UCbrPqq29C9Q_TQP7OFFRzcw
Knoxville News Sentinel,US,center,leastbiased08,High,C,https://www.knoxnews.com,UCypowE_p8nJK2uZgE77tNUA
KIRO 7,US,center,leastbiased03,High,C,https://www.kiro7.com/,UC5T5s4kvmNxftUCFKfSQBaw
KSTP TV,US,center,leastbiased03,High,C,https://kstp.com/,UCVBmhZPjBx0DsvQKQYYDGxw
KTLA,US,center,leastbiased07,High,C,https://ktla.com/,UCinjnmQEwCddOudyCC1v7qA
KTUU TV,US,center,leastbiased04,High,C,https://www.ktuu.com/,UCJZWh6xwfsZe7NrjHo4OvGg
Las Cruces Sun News,US,center,leastbiased03,High,C,https://www.lcsun-news.com,UCNZFSDA1X_IzlliXxSRKgpA
Lansing State Journal,US,center,leastbiased03,High,C,https://www.lansingstatejournal.com,UC2LJFCluJAb9d_CqD-8_PXQ
KTVA 11,US,center,leastbiased03,High,C,https://www.ktva.com/,UCmb9yvLnXF83FZpWzAi9ADg
KWTV News9,US,center,leastbiased03,High,C,https://www.news9.com/,UCSGeXKPLsXkSCIwaG2cCjLA
Law.com,US,center,leastbiased03,High,C,https://www.law.com/,UCBglakNeXegrOZZPscKRxfQ
Law360,US,center,leastbiased05,High,C,https://www.law360.com/,UCPMeh7cYsHrwt0k9lggecQw
Lead Stories,US,center,leastbiased04,Veryhigh,C,https://leadstories.com/,UCGrs9ygWWH8iccEQfM5uh_A
Lima Charlie News,US,center,leastbiased08,High,C,https://limacharlienews.com,UCv7G70EjeWkKDRKkilbWGDg
Lebanon Daily News,US,center,leastbiased03,High,C,https://www.ldnews.com/,UCBaTw60WKgbGV6Mt4CNam4g
Lawfare Blog,US,center,leastbiased02,Veryhigh,C,https://www.lawfareblog.com/,
Lincoln Journal Star,US,center,leastbiased04,High,C,http://journalstar.com/,UC7CJXNiWzI2xpO9UyYlgBZw
LNP (LancasterOnline),US,center,leastbiased07,High,C,https://lancasteronline.com/,UCm5tLb7oHVgVPGfKhi7mHVQ
Lompoc Record,US,center,leastbiased07,High,C,http://lompocrecord.com/,
Loveland Reporter Herald,US,center,leastbiased03,High,C,https://www.reporterherald.com/,UCj3qY2tQ-4aIALjgvWcBGdg
Longview News Journal,US,center,leastbiased08,High,C,https://www.news-journal.com,UCoKtOThA1PAJ5lOyIiiU8_A
MakeUseOf,US,center,leastbiased04,High,C,https://www.makeuseof.com/,UCfXdejDvNviqilmJ9DvGuow
Mental Floss,US,center,leastbiased04,High,C,http://mentalfloss.com/,UCpZ5qUqpW4hW4zdfuBxMSJA
Memeorandum,US,center,leastbiased02,Mixed,C,http://www.memeorandum.com/,
Merion West,US,center,leastbiased10,High,C,http://merionwest.com/,UCMI5TVhYCMqHTZsGU7vUpwA
MetroWest Daily News,US,center,leastbiased03,High,C,https://www.metrowestdailynews.com,UC4vqAv1HSprl9mH7EPU_kzQ
Military Times,US,center,leastbiased02,High,C,https://www.militarytimes.com,UCY5Exop4r_bHmarcB_7jLMQ
Missoulian,US,center,leastbiased03,High,C,https://missoulian.com/,UC5lgVXBytsRdxupAff2cUjw
Military.com,US,center,leastbiased09,High,C,https://www.military.com/,UC7F2QS7wk6Eq9Z4uabl5rmg
MLive (Michigan – Booth Newspapers),US,center,leastbiased05,High,C,https://www.mlive.com/,UClmFQfVyDvdtCralM-Oo_mw
Morning Consult,US,center,leastbiased03,Veryhigh,C,https://morningconsult.com/,UC5EHIP5gUPEji_zSvHXEzZw
Montana Standard,US,center,leastbiased03,High,C,https://mtstandard.com/,UC8oyBIWgtD0-vxrReX5H58w
Napa Valley Register,US,center,leastbiased08,High,C,http://napavalleyregister.com,UC9J1nRsqWhPGotOqzYkXHtA
National Bureau of Economic Research (NBER),US,center,leastbiased07,High,C,http://www.nber.org/,UC79ELlHFewHXj5XDBcRloUQ
National Conference of State Legislatures (NCSL),US,center,leastbiased05,High,C,http://www.ncsl.org,UCPwfTjrXfg1nJItqSl9I9BA
National Institute on Money in State Politics,US,center,leastbiased02,High,C,https://www.followthemoney.org/,UCEL6mJKnIwoC8TohEvcvSkw
National Journal,US,center,leastbiased02,High,C,https://www.nationaljournal.com/,UC0PenCUwLpNqw_-TqCZb-5g
Navy Times,US,center,leastbiased03,High,C,https://www.navytimes.com/,
New Bern Sun Journal,US,center,leastbiased02,High,C,https://www.newbernsj.com/,
News and News,US,center,leastbiased04,High,C,https://newsandnews.com/,UCH_z7HOn4yP5Z3iO6jXVT9g
News Channel 4 (KFOR.com),US,center,leastbiased07,High,C,https://kfor.com/,UCEUYiWFyzpEBMZ3aG7ud7xg
Newsela,US,center,leastbiased03,High,C,https://newsela.com/,UCPWbr_l57rD-WN6913EYcQw
NewsNet (YourNewsNet.com),US,center,leastbiased05,High,C,http://yournewsnet.com,UCXtloxU-qZmkBpQxH4OPx8A
Newsguard,US,center,leastbiased06,High,C,https://www.newsguardtech.com/,
Niskanen Center,US,center,leastbiased01,High,C,https://niskanencenter.org,UCCzAM8CDSHOzTXEY_XUdrvw
NextGov,US,center,leastbiased04,High,C,https://www.nextgov.com/,UCAGb-L9yT0S_FiaBqgEvzGg
NewzJunky.com,US,center,leastbiased06,Mixed,C,http://www.newzjunky.com/,UCJr00l-lC4QMI1yC0cwxWAQ
No Labels,US,center,leastbiased03,High,C,https://www.nolabels.org/,UCdFZ5b8bpOLRgbOATyPRtdw
Norfolk Daily News,US,center,leastbiased07,High,C,http://norfolkdailynews.com,UC7WJI0OeFU9zHKxLPjkSdXQ
Noozhawk,US,center,leastbiased02,High,C,https://www.noozhawk.com/,UCKwO-kthgHV-rKymcN91l3A
Northwest Indiana Times,US,center,leastbiased08,High,C,http://www.nwitimes.com,UCz7vEV6--eVhbISSds5Ze0Q
Northwest Florida Daily News,US,center,leastbiased03,High,C,https://www.nwfdailynews.com/,UCAQj9y-tgPAvVuXBinjVxaA
Open the Government,US,center,leastbiased03,High,C,http://www.openthegovernment.org/,UCDqYs78qafR_x8mYeyWo04g
Orange County Register,US,center,leastbiased02,High,C,https://www.ocregister.com/,UCBuw3F9B-zT9clk1hIizKNg
Pensacola News Journal,US,center,leastbiased02,High,C,https://www.pnj.com,UCT67SxyfXMU437meyfu0gEg
Patch,US,center,leastbiased04,High,C,https://patch.com/,
Oyez Project,US,center,leastbiased05,Veryhigh,C,https://www.oyez.org,UCb-_OxkZpbLtOlZ3DdQ6Xxg
Patheos,US,center,leastbiased05,Mixed,C,https://www.patheos.com/,UC5u2f85lX38wm6NEne5pXFw
Pacific Daily News,US,center,leastbiased03,High,C,https://www.guampdn.com/,UCzH09r_HvAzAtGFEO3FBSQA
Peoria Journal Star,US,center,leastbiased08,High,C,https://www.pjstar.com/,UCwbrOORtz2cBQ2UMvYz0r0w
Peterson Foundation,US,center,leastbiased07,High,C,http://www.pgpf.org/,UCS7F80GsYpXV0k8I9jSt6PQ
Pocono Record,US,center,leastbiased06,High,C,http://www.poconorecord.com/,UC9Y9isQRah3-7c7GCUf7ntg
Peterson Institute for International Economics,US,center,leastbiased08,High,C,https://piie.com/,UCRnLlxwOaxeplsJ8On583Vw
Political Wire,US,center,leastbiased02,High,C,https://politicalwire.com,
Pew Research,US,center,leastbiased05,Veryhigh,C,https://www.pewresearch.org/,UCwbQkZf9gjqDvbK4_H6qAOw
Places Journal,US,center,leastbiased03,Veryhigh,C,https://placesjournal.org/,
Politico,US,center,leastbiased02,High,C,https://www.politico.com,UCgjtvMmHXbutALaw9XzRkAg
Politifact,US,center,leastbiased02,High,C,https://www.politifact.com/,UCfyYK3GqcotDIAjcoReK3Hg
Poynter Institute,US,center,leastbiased02,High,C,https://www.poynter.org,UCXiPS-hRRbycfMWkwM60ThQ
PR Newswire,US,center,leastbiased05,High,C,http://prnewswire.mediaroom.com/,UCTeTdE0ZgK4CPjhVN6IJ-mA
ProCon.org,US,center,leastbiased04,High,C,https://www.procon.org/,UCGmxS5xxYQRxZMqe7tSko2g
Polygraph.info,US,center,leastbiased04,Veryhigh,C,http://www.polygraph.info/,
Project on Government Oversight,US,center,leastbiased02,Veryhigh,C,http://pogo.org/,UCZBEpllW49CkLE0szqpvJAQ
Public Policy Polling (PPP),US,center,leastbiased06,High,C,http://www.publicpolicypolling.com/,
Public Religion Research Institute (PRRI),US,center,leastbiased08,Veryhigh,C,http://www.prri.org/,UC1VKYCVrQ21DSjg8oY7I2EQ
Quad City Times,US,center,leastbiased02,High,C,http://qctimes.com/,UCbSSIUtyiWFFBIF14ivyKQQ
Recode,US,center,leastbiased05,High,C,https://www.recode.net/,UCMDxbhGcsE7EnknxPEzC_Iw
Radio Free Europe / Radio Liberty,US,center,leastbiased04,MostlyFactual,C,https://www.rferl.org,UCG_Qif8SJIS3XxU8iqHoInw
Rapid City Journal,US,center,leastbiased03,High,C,https://rapidcityjournal.com/,UCIBn5bYosKGdOKVh0N89QRA
Rand Corporation,US,center,leastbiased02,High,C,https://www.rand.org,UCTnsIW_melVWGQC_dxQh45g
Rare News,US,center,leastbiased09,MostlyFactual,C,https://rare.us/,UCcotBOxogl9uWq2XIt08pBA
Reporters Lab,US,center,leastbiased05,Veryhigh,C,http://reporterslab.org/,
RiverBender.com,US,center,leastbiased04,High,C,https://www.riverbender.com/,UC215e0pmZON6sCXSoL2Pnxg
Riverdale Press,US,center,leastbiased01,High,C,https://riverdalepress.com/,UCTql2SxnOP31plt3tf6XfAg
Roll Call,US,center,leastbiased02,Veryhigh,C,https://www.rollcall.com,UCEpx2l9WZ3jyCCcCKheKi4g
Russian Media Monitor,US,center,leastbiased01,High,C,http://www.russialies.com,
San Diego Union Tribune,US,center,leastbiased01,High,C,https://www.sandiegouniontribune.com,UCKCbC7uTe7dRtKPou10JKtQ
Sarasota Herald Tribune,US,center,leastbiased03,High,C,http://www.heraldtribune.com/,UCpvy7R6hAUqAAZQI0rQIcxw
San Marcos Daily Record,US,center,leastbiased07,High,C,https://www.sanmarcosrecord.com,UCfq4zj4N3Ow8ddyNcyf325Q
Santa Maria Times,US,center,leastbiased08,High,C,http://santamariatimes.com,UCyAiiMdPxJP-38CnmcQv3Iw
Science Debate,US,center,leastbiased03,Veryhigh,C,https://sciencedebate.org/,UCsb0dssXRG8sTQNqCmkkmvA
Sayfie Review,US,center,leastbiased05,High,C,http://www.sayfiereview.com/,UCe-gQL3ba2ZifalRkAG0ORQ
SCOTUSblog,US,center,leastbiased03,High,C,http://www.scotusblog.com/,UCzV4ihsBx5VlMhqUk6xv3rw
Shorenstein Center,US,center,leastbiased03,High,C,https://shorensteincenter.org/,UCfHELo8vTDfQMG8zDEMaUHg
Shreveport Times,US,center,leastbiased10,High,C,https://www.shreveporttimes.com,UC-XzdGf1HY01gdztgAmN99w
Shareably,US,center,leastbiased06,High,C,http://www.shareably.net/,UCrvr-bxJ_KXryixF-4ig4-A
Sioux City Journal,US,center,leastbiased02,High,C,http://siouxcityjournal.com/,UC9eSOKr_Mst813TPZDh9mJA
Snopes,US,center,leastbiased01,High,C,https://www.snopes.com/,UCHQAmn49BObyOsPHCnKRC4w
South Bend Tribune,US,center,leastbiased02,High,C,https://www.southbendtribune.com/,UCd8aJgzEA8DvHQJEujlPamw
South Florida Sun Sentinel,US,center,leastbiased03,High,C,https://www.sun-sentinel.com/,UCN4iWTZIICpOe-78cz9RP1A
Spectrum News - NY1,US,center,leastbiased03,High,C,http://www.ny1.com/nyc/all-boroughs,
St. Cloud Times,US,center,leastbiased02,High,C,https://www.sctimes.com/,
Spectrum Report,US,center,leastbiased05,Mixed,C,http://spectrumreport.com,
Stat (News),US,center,leastbiased02,High,C,https://www.statnews.com/,UC89FjSf9AT1O2qw6vxrrxDQ
Stars and Stripes,US,center,leastbiased06,High,C,https://www.stripes.com/,UC3faT_bgElexFnqg100gUGw
Statesman Journal,US,center,leastbiased03,High,C,http://www.statesmanjournal.com/,UCzEykpt4W--G-LQJ0JJ3qTA
Statesville Record & Landmark,US,center,leastbiased03,High,C,https://www.statesville.com,UCvdqORy3AUd1fCeFoHkbvcg
Stimson Center,US,center,leastbiased03,High,C,https://www.stimson.org/,UCMzl-NrhN_SuBYJho4UEx9Q
StrategyPage,US,center,leastbiased08,High,C,https://www.strategypage.com,UC559Ue7uLSmosunJ5oZ0x4g
Stratfor,US,center,leastbiased03,High,C,https://www.stratfor.com/,UCZNjpcQLBx26W6lDWvpg7PQ
TechStartups,US,center,leastbiased08,MostlyFactual,C,https://techstartups.com/,
Task and Purpose,US,center,leastbiased02,High,C,https://taskandpurpose.com/,UCSq3p5NKEtyp5Rjd4ctiEbg
Telegram & Gazette,US,center,leastbiased06,High,C,https://www.telegram.com,UCOwoReK7jx1RAN7y6U01kAQ
Texas Standard,US,center,leastbiased04,High,C,http://www.texasstandard.org/,UCxbQdFCb6hUQlMKhUoniWGw
The Auburn Citizen,US,center,leastbiased03,High,C,http://auburnpub.com/,UC5uReSdfvzzReNAsV_e-asg
The Balance,US,center,leastbiased02,High,C,https://www.thebalance.com,
The Chronicle of Higher Education,US,center,leastbiased04,,C,http://www.chronicle.com/,UCUJSvh3JiEHR_I0leff1Diw
The Cipher Brief,US,center,leastbiased07,,C,https://www.thecipherbrief.com/,UCEyPWPSLfrg1ue9Oq1wLr8w
The Daily Chronicle,US,center,leastbiased03,,C,https://www.daily-chronicle.com,UC3eVvaHvqm5ONsrwM2gfA4w
The Daily Centrist,US,center,leastbiased10,,C,https://thedailycentrist.com,
The Daily Northwestern,US,center,leastbiased02,,C,https://dailynorthwestern.com,UC6invOXkRetKTlyzSGDi4Bw
The Daily Progress,US,center,leastbiased04,,C,http://www.dailyprogress.com,UC-KGAklzVtkjpX2Q7b4jBdA
The Daily News (Longview),US,center,leastbiased01,,C,https://tdn.com,UCxXxs4ifA4LtM-xNOBO3azA
The Daily Gazette,US,center,leastbiased02,,C,https://dailygazette.com,UC3Pr6t2BL5rGxq8dGuOuJQw
The Day (New London),US,center,leastbiased03,,C,http://www.theday.com,UC5w-uRIutST34hir01q1iSQ
The Defcon Warning System,US,center,leastbiased07,,C,https://www.defconwarningsystem.com,UC1ppq2bY_9cidJFmX0OgS4Q
The Herald Journal (Utah),US,center,leastbiased06,,C,https://www.hjnews.com,UCPNCrAr7a2EZp0jsnCqQOcA
The Herald News (Massachusetts),US,center,leastbiased03,,C,https://www.heraldnews.com,UCR7ogtXj2xQqCsNAsrF35Jw
The Flip Side,US,center,leastbiased05,,C,https://www.theflipside.io/,
The Herald Sun (Durham North Carolina),US,center,leastbiased01,,C,https://www.heraldsun.com,UCtOGMnFCV5qo9Dg5u65r1EA
The Herald Dispatch,US,center,leastbiased03,,C,http://www.herald-dispatch.com,UCqg-GjEp1eG-XH7YPZBiBOw
The Hill,US,center,leastbiased07,MostlyFactual,C,https://thehill.com/,UCPWXiRWZ29zrxPFIQT7eHSA
The Humanist Magazine,US,center,leastbiased01,,C,https://thehumanist.com/,
The Jamestown Foundation,US,center,leastbiased10,High,C,https://jamestown.org/,UCB7-eNDWUt5yo5GDfbAULYg
Journal Standard,US,center,leastbiased06,High,C,https://www.journalstandard.com,
The Macon Telegraph,US,center,leastbiased03,,C,https://www.macon.com,UCZXkH_Lk9AISsAKWEqknxEA
The Meme Policeman,US,center,leastbiased08,,C,http://memepoliceman.com/,UCSB4vhiVSU23SjFudmcbTfw
The Marshall Project,US,center,leastbiased03,,C,https://www.themarshallproject.org/#.qjbbuljBK,UCJ-BnB_ANzMZ7TPXZBk3ouw
The Morning Call,US,center,leastbiased03,,C,http://www.mcall.com,UC43KU9taZUSPWVB0bSdfcBA
The Modesto Bee,US,center,leastbiased03,,C,https://www.modbee.com/,UC63Uq3FnVf6-wEaAV3RmfSw
The Monitor (Texas),US,center,leastbiased02,,C,https://www.themonitor.com,UCgxE2uw5piDqZ8-_rhTmXFQ
The Moderated Media,US,center,leastbiased06,,C,https://www.themoderatedmedia.com,
The Nevada Independent,US,center,leastbiased02,,C,https://thenevadaindependent.com,UCpL_jdci_e82tIRLJMtrCfg
The News Literacy Project,US,center,leastbiased05,,C,https://newslit.org,UCoKpPVO5ZxAGs94YyktT3PQ
The Observatory,US,center,leastbiased03,,C,https://observatory.journalism.wisc.edu/,
The Outlook (Monmouth University),US,center,leastbiased02,High,C,http://outlook.monmouth.edu/,UCklHwMkoJYf52j77dljEFeg
The Pantagraph,US,center,leastbiased03,,C,http://www.pantagraph.com/,UCJhLgXEZei3asMt-Kel2b-A
The Post Star,US,center,leastbiased07,,C,http://poststar.com,UCLjz1A_YEHIb6oUZKNLHQeA
The Post and Courier,US,center,leastbiased08,,C,http://www.postandcourier.com/,UCI6ZxuWAPjeZ0cAUaBBy2gA
The Post Standard (Syracuse),US,center,leastbiased04,,C,https://www.syracuse.com,UChbYn187BlBxq5LfGqZSv_A
The Republic (Indiana),US,center,leastbiased03,,C,http://www.therepublic.com,UC50e-KvWwnQ0PXlWQTJ45lQ
The Record (Stockton),US,center,,High,C,https://www.recordnet.com/,UCLVlMTZPU4wYeej8p6JxhJg
The Republican (Masslive.com),US,center,leastbiased03,,C,https://www.masslive.com,UCDmXyuvUm8aDC4asAOgFrgQ
The Sentinel (Pennsylvania),US,center,leastbiased03,,C,http://cumberlink.com,
The Star Democrat,US,center,leastbiased02,,C,http://www.stardem.com,
The Strategy Bridge,US,center,leastbiased08,,C,https://thestrategybridge.org,
The Southern Illinoisan,US,center,leastbiased08,,C,http://thesouthern.com,UCC8APmdaRgAVOmGp0p4ct2Q
The Tennessean,US,center,leastbiased08,High,C,https://www.tennessean.com/,UCO1tkfdelXlxJdY1lmKQvfQ
The Times and Democrat,US,center,,,C,http://thetandd.com,UCfjvEhw87LGduwCUPi6jkkQ
The Times (Illinois),US,center,leastbiased06,,C,http://www.mywebtimes.com,
The TruthSetter,US,center,leastbiased07,,C,https://truthsetter.com,
The Vindicator,US,center,leastbiased07,,C,https://www.vindy.com/,
The Waterloo Cedar Falls Courier,US,center,leastbiased03,,C,http://wcfcourier.com,UCzRquKu82KHGXjaBb2Uok5g
The Town Talk,US,center,leastbiased06,,C,https://www.thetowntalk.com,
ThoughtCo,US,center,leastbiased05,Veryhigh,C,https://www.thoughtco.com,
Third Way,US,center,leastbiased09,MostlyFactual,C,https://www.thirdway.org/,UC1xbmiZaQkVyYffeB3GBQ1g
Times News (Idaho),US,center,leastbiased03,,C,http://magicvalley.com/,UChRvmCplozypnuay03Btjwg
Times of San Diego,US,center,leastbiased02,,C,http://timesofsandiego.com/,UCP06SZMpEHKrx31UOr2SfqQ
Today I Found Out,US,center,leastbiased05,,C,http://www.todayifoundout.com/,UC64UiPJwM_e9AqAd7RiD7JA
Transpartisan Review,US,center,leastbiased03,,C,http://www.transpartisanreview.com/,
Traverse City Record Eagle,US,center,leastbiased01,,C,https://www.record-eagle.com,UCEBpcoDyjM0efCWX75b0yig
Truth Be Told,US,center,leastbiased03,,C,http://truthbetold.news/,
Tribune News Service,US,center,leastbiased03,,C,https://tribunecontentagency.com/tribune-news-service/,
Tri City Herald,US,center,leastbiased04,High,C,https://www.tri-cityherald.com/,UCkSABPjMyyabWy-x22R7dfQ
