vid,cid,title,description
k--hxuvnn50,UC99Lizquk6exc9r8cu2fY_A,DIRTY LPS?! (How to Clean Them!),"Check out the NEW official MyLPSpetworld store: http://shop.mylpspetworld.spreadshirt.com/ - - - In this short video, I show you ..."
U_aRsI-0Q5U,UC99Lizquk6exc9r8cu2fY_A,SURPRISE!,"In this video I tell you guys about 2 big updates: There is a big SALE on my posters, and I have opened up my own shirt store!"
Bjr-wnyqeCc,UC99Lizquk6exc9r8cu2fY_A,NEVER BEFORE OPENED LPS?!,"I recently bought some brand new LPS that are still in the original packaging, and in this video I show them to you guys."
6h7SEBeZvKM,UC99Lizquk6exc9r8cu2fY_A,LPS: Squiddy 3,"Here is a third video about the character Squiddy! Squiddy loves giving out advice to people, so that's what he's doing now! I hope ..."
Ul9NWZr38BY,UC99Lizquk6exc9r8cu2fY_A,&quot;Would You Rather&quot; COMMENTS NEEDED!,"I am making a ""Would You Rather"" video soon, so please leave some questions below and I will answer them in the video!"
t_Kutq1w43Q,UC99Lizquk6exc9r8cu2fY_A,LPS: Adele &quot;Hello&quot; - PARODY,"Here's a BONUS VIDEO for this week! This is just a little joke, so don't take it too seriously, the proper video for this week will still ..."
JEz2c8bhaJc,UC99Lizquk6exc9r8cu2fY_A,"GIVEAWAY! (50,000 SUBSCRIBERS!) - CLOSED",Raffle (Giveaway): https://goo.gl/gxSo3o Store SALE: https://mylpspetworld.bigcartel.com/ Website: http://www.mylpspetworld.com ...
4QEEqRBnwjE,UC99Lizquk6exc9r8cu2fY_A,Dares With Dopey: SEASON 2 TRAILER!,Dares with Dopey is coming back for it's second season! Leave some dares below for Dopey to do in the next episode! See ALL ...
t0_FRif9OqM,UC99Lizquk6exc9r8cu2fY_A,&quot;TERRIBLE THINGS&quot; POSTERS! (+ Update),STORE! http://mylpspetworld.bigcartel.com/ How to buy from the online store: 1. Click on the product 2. Choose either 'Signed' or ...
v7oETmfJWCc,UC99Lizquk6exc9r8cu2fY_A,LPS Short Film: &quot;Terrible Things&quot; - TRAILER (Starring GoGREENGirl!),"Here is the trailer for my upcoming LPS Short Film called ""Terrible Things"". This is a serious movie about school bullying and ..."
Y88iiz7HY7w,UC99Lizquk6exc9r8cu2fY_A,LPS: Squiddy 2,"Guess who's back? Squiddy! :D I hope you guys like it, I had so much fun making it. x3 Click here to see the first Squiddy video!"
lI9_9JxbK5U,UC99Lizquk6exc9r8cu2fY_A,UPDATES!! :3,"So I wanted to do this little video to keep you guys updated. x3 The video explains it all. :D - - - Also I now have a P.O. Box, so if ..."
oDMY4iTjZyo,UC99Lizquk6exc9r8cu2fY_A,LPS: 20K SUBSCRIBER SPECIAL!! (Montage),"First thing I want to say is THANK YOU SO MUCH! :DDD This video is just a mash up of different clips from my videos, both from ..."
TVZY7yzftTY,UC99Lizquk6exc9r8cu2fY_A,LPS: The Pancake Monster!,Hey guys! So I saw this weird creature in a shop a while ago and I just knew I had to make a video with it! I had so much fun ...
YD7T6T0zpso,UC99Lizquk6exc9r8cu2fY_A,&quot;Would You Rather&quot; Suggestions Needed!,"Hey! Very soon Dopey and I are going to be doing a ""Would You Rather"" video - and we need questions! Leave some creative ..."
_IWfEVRQBHo,UC99Lizquk6exc9r8cu2fY_A,LPS: Cheezel Commercial Parody! (A Cheezel Moment),"Hey guys! This is a remake of a video I posted on my old channel (LPSpetworld), I hope you enjoy it! I decided to remake this ..."
8aDro-BKOs0,UC99Lizquk6exc9r8cu2fY_A,Dares With Dopey #6 - NYAN CAT!,Here is Dopey's sixth episode of Dares With Dopey! Leave a dare in the comments below of what you would like to see Dopey do ...
bBSBbJpqvtE,UC99Lizquk6exc9r8cu2fY_A,LPS: Do You Wanna Build A Snowman? (PARODY!),"Today, Dopey is going to sing his version of 'Do You Wanna Build A Snowman' from Disney's Frozen! His version is called 'Do ..."
loFdwhlRDW8,UC99Lizquk6exc9r8cu2fY_A,All of my LPS!,"In this video, I will be showing you guys every single LPS that I have! x3 I sat down for ages and took a photo of every single LPS, ..."
yLYzxbRf8iA,UC99Lizquk6exc9r8cu2fY_A,"10,000 SUBSCRIBERS! (COLLAB CLOSED)","So recently my channel has hit 10000 subscribers! Thank you guys so much! As a way to say thank you, I have decided to make a ..."
XXHfMu3dPUA,UC99Lizquk6exc9r8cu2fY_A,LPS: Ice Skating!,"This video is all about the first time I went ice skating! I hope you enjoy it! :D - - - Also I now have a P.O. Box, so if you guys would ..."
0oyNrSftq3w,UC99Lizquk6exc9r8cu2fY_A,THANK YOU! + P.O. BOX!,"Thank you guys so much for 9000 subscribers! I can't believe it! :D As a way to say thank you, I have gotten a P.O. Box address for ..."
Y1n_-la-z6g,UC99Lizquk6exc9r8cu2fY_A,Dares With Dopey #2 - POOP! (Featuring goGREENgirl as Mr. Fart!),"Here is Dopey's second episode of Dares With Dopey, featuring goGREENgirl as her character Mr. Fart! :3 Leave a dare below of ..."
XwhgVCtOba0,UC99Lizquk6exc9r8cu2fY_A,QNA Announcement - QUESTIONS NEEDED!,Please leave some questions in the comments below and I will answer them in my next video! Thanks so much guys! x3 Music: ...
VWGkgi_yT58,UC99Lizquk6exc9r8cu2fY_A,Dares With Dopey is Back!,The series that I started quite a while ago is going to keep going! I'll be recording a new episode in a few days! :D To see the first ...
xbpFIPutfLQ,UC99Lizquk6exc9r8cu2fY_A,LPS: Summer Photoshoot 2014!,"Here's a quick little photoshoot video I did recently :D This was really fun to make so I might make one for Autumn, Winter and ..."
ddJ_vHHGeSs,UC99Lizquk6exc9r8cu2fY_A,LPS: Squiddy,"This is an LPS short that I recorded while on holidays a while ago! ^.^ I hope you enjoy it! x3 - - - ""Easy Lemon"" Kevin MacLeod ..."
EB2f12qamgQ,UC99Lizquk6exc9r8cu2fY_A,LPS: The Teleporter - Trailer,Two kids decided to go down to their Granddad's basement and they stumble upon a device that can teleport them all around the ...
E4bLgRpmrLE,UC99Lizquk6exc9r8cu2fY_A,&#39;Dares With Dopey&#39; Announcement!,Leave some dares in the comments for Dopey to do in his first episode of 'Dares With Dopey'! Sorry that this video is shaky at ...
NUs8580I2FU,UC99Lizquk6exc9r8cu2fY_A,LPS: The Musical!,"If you enjoyed this video, please share it around! That helps me heaps! ^___^ This took a pretty long time to edit! xD Enjoy!"
2LBs1zELj5c,UC99Lizquk6exc9r8cu2fY_A,The Creepy Creepy Spider!,"This was recorded at my friends house a fair while ago! This video used to be on my other channel, but I wanted to re-upload it ..."
cqmTo1d7MeU,UC99Lizquk6exc9r8cu2fY_A,LPS: iMemo Commercial!,"If you enjoyed this video, please share it around! It helps me heaps! :D This video was so fun to make, I hope you love it!"
UFepi8dYFZ8,UC99Lizquk6exc9r8cu2fY_A,LPS: Contest Results!,"Sorry for not uploading this sooner, and that I had to rush this video! I will message all of the winners in the next 48 hours! Thanks ..."
DBOY4xWqfdE,UC99Lizquk6exc9r8cu2fY_A,Bush Walk 2012! :),"This was recorded almost a whole year ago, but I decided to upload it anyway These are just some things I recorded on holidays ..."
M7mmJ7KiAY4,UC99Lizquk6exc9r8cu2fY_A,My New Fish!,"As a late Christmas present, I got a fish!! :D Thank you for all of the name suggestions, they were awesome c: Enjoy!"
wCUGh_8s_Mc,UC99Lizquk6exc9r8cu2fY_A,LPS: Narnia!,"You guys have been waiting for this one for a while now, and it is finally here! Enjoy! ^_^ Music by Kevin Macleoud! :D - - - What I ..."
hR_YEefZ37M,UC99Lizquk6exc9r8cu2fY_A,LPS: Car Cleaning!,This is a pretty old video but it's the first proper short I have made with LPS so I thought I would re-upload it! :) (It was originally on ...
tv2qfwGOu0Q,UC99Lizquk6exc9r8cu2fY_A,LPS: The Toilets!,I made this video a while ago and it was very fun to make :D I hope you enjoy :) - - - What I use: My Camera - http://bit.ly/1M4wIvy ...
IXgQ4yoPflg,UC99Lizquk6exc9r8cu2fY_A,My New Channel!,"I have so many things planned, I can't wait to get them up onto YouTube! :D Please subscribe if you haven't already :)"
V1GgP04f5ws,UC99Lizquk6exc9r8cu2fY_A,LPS: Working at KFC!,Check out the NEW official MyLPSpetworld store: http://shop.mylpspetworld.spreadshirt.com/ - - - Check out my other food skits!
AgTyhFLPeAk,UC99Lizquk6exc9r8cu2fY_A,LPS: A Bathtub... IN THE KITCHEN?!,Don't forget to download Amino and search my profile name: MyLPSpetworld_90 To check out my Stories: ...
C3PtsVOhC_c,UC99Lizquk6exc9r8cu2fY_A,Freezing All My FAKE LPS!,Don't forget to download Amino and search my profile name: MyLPSpetworld_90 To check out my Stories: ...
jdv8I-8kR-Q,UC99Lizquk6exc9r8cu2fY_A,THIS FAKE LPS IS SQUISHY?!,Check out the NEW official MyLPSpetworld store: http://shop.mylpspetworld.spreadshirt.com/ - - - This is one of the strangest Fake ...
ZAbuaWg_mJI,UC99Lizquk6exc9r8cu2fY_A,LPS: Starbucks!,Check out the NEW official MyLPSpetworld store: http://shop.mylpspetworld.spreadshirt.com/ - - - Today's video is another ...
DYImQJPg1U0,UC99Lizquk6exc9r8cu2fY_A,FAKE LPS STILL EXIST?!,Check out the NEW official MyLPSpetworld store: http://shop.mylpspetworld.spreadshirt.com/ - - - ANOTHER BIG FAKE LPS ...
OZTKzlUaslQ,UC99Lizquk6exc9r8cu2fY_A,FAKE LPS CHALLENGE! (One-Take),Check out the NEW official MyLPSpetworld store: http://shop.mylpspetworld.spreadshirt.com/ - - - Today's video is a new ...
Ic-crR0ccrQ,UC99Lizquk6exc9r8cu2fY_A,FAKE LPS?! (Superhero Edition),Check out the NEW official MyLPSpetworld store: http://shop.mylpspetworld.spreadshirt.com/ - - - In today's video we take a look at ...
8PCUCJvSK0E,UC99Lizquk6exc9r8cu2fY_A,Dares With Dopey #21 - TRYING TIK TOK,New store: https://teespring.com/stores/mylpspetworld More Dopey: ...
qc0FE1sscmo,UC99Lizquk6exc9r8cu2fY_A,HOT DOG VAN!!,Check out the NEW official MyLPSpetworld store: http://shop.mylpspetworld.spreadshirt.com/ - - - Today we take a look at some ...
OBmCdMFbZdw,UC99Lizquk6exc9r8cu2fY_A,LPS: The LEGO Movie 2 PARODY!,Download Amino and search to join LPS Amino: https://aminoapps.onelink.me/4eRt/myLPSpetworld Follow me: MyLPSpetworld ...
lAKso4hO2Qo,UC99Lizquk6exc9r8cu2fY_A,LPS: McDonald&#39;s Drive Thru!,"I'M BACK!! This is the sequel to a video I made ages ago called ""LPS McDonalds"", so if you haven't seen that then please check it ..."
Fswm529IdmM,UC99Lizquk6exc9r8cu2fY_A,The LPS-Town Horror Story,Join LPS Amino: http://aminoapps.com/c/newlpsamino/join My username: MyLPSpetworld Join my public chatroom today!
IvEDZB-NNC0,UC99Lizquk6exc9r8cu2fY_A,LPS: Would You Rather?! (Part 2),Download Quidd Today! http://bit.ly/2rr8QxR My username: MyLPSpetworld Check out the NEW official MyLPSpetworld store: ...
suahp4yo09k,UC99Lizquk6exc9r8cu2fY_A,LPS: The Hospital,Check out the NEW official MyLPSpetworld store: http://shop.mylpspetworld.spreadshirt.com/ - - - WATCH MORE CRAZY CAT ...
fGPTfFuDD6U,UC99Lizquk6exc9r8cu2fY_A,Dares With Dopey #20 - TRYING INSTAGRAM,Check out the NEW official MyLPSpetworld store: http://shop.mylpspetworld.spreadshirt.com/ - - - Here is Dopey's season finale of ...
xJu4UffaOPg,UC99Lizquk6exc9r8cu2fY_A,LPS: The One-Take CHALLENGE #3!,Check out the NEW official MyLPSpetworld store: http://shop.mylpspetworld.spreadshirt.com/ - - - One Take Challenge #1: ...
A4Rp8aQCslA,UC99Lizquk6exc9r8cu2fY_A,Guide To: Cooking - With the Ugly Poodle!,"Join LPS Amino for photoshoots, quizzes, and more! iOS: http://apple.co/2jLBYYG Android: http://bit.ly/2jxHGAc My username: ..."
DHltVHFgrkE,UC99Lizquk6exc9r8cu2fY_A,LPS: Answering Your Questions! (Q&amp;A),Sushi and Runt - https://www.youtube.com/user/sushiandrunt Check out the NEW official MyLPSpetworld store: ...
tyaV28AlyAc,UC99Lizquk6exc9r8cu2fY_A,LPS: The Dentist,"Check out the NEW official MyLPSpetworld store: http://shop.mylpspetworld.spreadshirt.com/ - - - Here's a brand new video, and ..."
XjOuJt6dpsk,UC99Lizquk6exc9r8cu2fY_A,LPS: 10 Random Facts About DOPEY!,Check out the NEW official MyLPSpetworld store: http://shop.mylpspetworld.spreadshirt.com/ - - - Here is a brand new video from ...
k5McpKsTxK8,UC99Lizquk6exc9r8cu2fY_A,Dares With Dopey #19 - BEAN BOOZLED CHALLENGE!,Check out the NEW official MyLPSpetworld store: http://shop.mylpspetworld.spreadshirt.com/ - - - Dopey is here once again with a ...
9xE5sh0_Djc,UC99Lizquk6exc9r8cu2fY_A,LPS: Reacting To My Old Videos! #3,Check out the NEW official MyLPSpetworld store: http://shop.mylpspetworld.spreadshirt.com/ - - - Here is a brand new video taking ...
m1u5B1izSFA,UC99Lizquk6exc9r8cu2fY_A,LPS: Trying to Sleep,Check out the NEW official MyLPSpetworld store: http://shop.mylpspetworld.spreadshirt.com/ - - - Buy posters HERE: ...
vkHpbv3nT5g,UC99Lizquk6exc9r8cu2fY_A,LPS: McDonald&#39;s!,Check out the NEW official MyLPSpetworld store: http://shop.mylpspetworld.spreadshirt.com/ - - - Here is a brand new skit I made ...
ja2ws9XhdFY,UC99Lizquk6exc9r8cu2fY_A,LPS: Reacting To My Old Videos! #2,Check out the NEW official MyLPSpetworld store: http://shop.mylpspetworld.spreadshirt.com/ - - - In this video I react to my first ...
B2Rq_hgLsYs,UC99Lizquk6exc9r8cu2fY_A,LPS: Squiddy MARATHON!,Check out the NEW official MyLPSpetworld store: http://shop.mylpspetworld.spreadshirt.com/ - - - In this video is every single ...
-QOOhf6M7o0,UC99Lizquk6exc9r8cu2fY_A,LPS: Fun With a New App!,Play with me on Quidd! http://bit.ly/2mRad2q Username: MyLPSpetworld - - - Check out the NEW official MyLPSpetworld store: ...
ueIXe__MjCk,UC99Lizquk6exc9r8cu2fY_A,Guide To: Parties - With the Ugly Poodle!,Check out the NEW official MyLPSpetworld store: http://shop.mylpspetworld.spreadshirt.com/ - - - I decided to remake an old ...
5ke_mFjai2M,UC99Lizquk6exc9r8cu2fY_A,HUGE LPS HAUL!!,How to clean your LPS! https://www.youtube.com/watch?v=k--hxuvnn50 - - - Check out the NEW official MyLPSpetworld store: ...
t9spzwlm7oc,UC99Lizquk6exc9r8cu2fY_A,LPS: Rapunzel PARODY! (Disney Princesses),Check out the NEW official MyLPSpetworld store: http://shop.mylpspetworld.spreadshirt.com/ - - - Hey everyone! This is the first ...
iPTkw0HnpQw,UC99Lizquk6exc9r8cu2fY_A,LPS: Reacting To My Old Videos!,Check out the NEW official MyLPSpetworld store: http://shop.mylpspetworld.spreadshirt.com/ - - - In this video I watch some of my ...
6Q3JWlYlxk0,UC99Lizquk6exc9r8cu2fY_A,LPS: FUNNIEST PARODY MOMENTS #2!! (MyLPSpetworld),Check out the NEW official MyLPSpetworld store: http://shop.mylpspetworld.spreadshirt.com/ - - - Here is my second parody ...
WfZLcHtp1eA,UC99Lizquk6exc9r8cu2fY_A,LPS: The Plane Flight!,Join me on LPS Amino: MyLPSpetworld iOS: http://apple.co/2jLBYYG Android: http://bit.ly/2jxHGAc - - - Check out the NEW official ...
cIB14Wx6S70,UC99Lizquk6exc9r8cu2fY_A,Dares With Dopey #18 - GOING TO MCDONALDS!,"Check out the NEW official MyLPSpetworld store: http://shop.mylpspetworld.spreadshirt.com/ - - - Finally, Dopey is back with a ..."
Ucw8FMhkFvg,UC99Lizquk6exc9r8cu2fY_A,HUGE FAKE LPS?!,Check out the NEW official MyLPSpetworld store: http://shop.mylpspetworld.spreadshirt.com/ - - - In this video I show you guys ...
_O58RufZGVY,UC99Lizquk6exc9r8cu2fY_A,MAILING MYSELF TO A DONUT FACTORY! (24hrs in a Box),"Check out the NEW official MyLPSpetworld store: http://shop.mylpspetworld.spreadshirt.com/ - - - In this new video, Dopey tries to ..."
c2zg-asUYzE,UC99Lizquk6exc9r8cu2fY_A,LPS: Sing PARODY!,Check out the NEW official MyLPSpetworld store: http://shop.mylpspetworld.spreadshirt.com/ - - - Here's my parody for the new ...
r8wHqLREptQ,UC99Lizquk6exc9r8cu2fY_A,LPS: Trolls PARODY!,Check out the NEW official MyLPSpetworld store: http://shop.mylpspetworld.spreadshirt.com/ - - - Here's the newest parody I have ...
LQPpRMPx2Hs,UC99Lizquk6exc9r8cu2fY_A,LPS: Moana PARODY! (Disney),"Here is my brand new parody, I can't wait for this movie! :D - - - Check out the official MyLPSpetworld online STORE: ..."
-DNpmtklYgA,UC99Lizquk6exc9r8cu2fY_A,MAIL TIME with Jess! #2,First Mail Time video: https://www.youtube.com/watch?v=yspF0d6LNfI I've had this package for a while and I have finally just had ...
VFmv9GKI7p0,UC99Lizquk6exc9r8cu2fY_A,LPS: Mario PARODY!,"Here is my brand new parody everyone, and it's about Mario! I hope you enjoy :) - - - Check out the official MyLPSpetworld online ..."
LRv_mztiBjQ,UC99Lizquk6exc9r8cu2fY_A,LPS: REAL OR FAKE?? #3,"I bought an LPS on eBay from Hong Kong a while ago, and in this video we find out if it's a fake LPS! I hope you enjoy :) - - - Check ..."
UuwP3WsvHR4,UC99Lizquk6exc9r8cu2fY_A,Dares With Dopey #17 - TRYING MUSICAL.LY!,"Here's the 17th episode of Dares with Dopey, I hope you enjoy it!! And remember to leave dares in the comments below ..."
K_3f8Wgi-jw,UC99Lizquk6exc9r8cu2fY_A,HAMBURGER SHOP!!,"Here's an even bigger unboxing than the last one! In this video, I show you guys my new hamburger restaurant for LPS. You will ..."
RhiHBlxuu-8,UC99Lizquk6exc9r8cu2fY_A,LPS: Mango Commercial! (The Go-Man),"I haven't done a skit like this in so long, so I hope you guys enjoy this commercial for the Go-Man! :D - - - Check out the official ..."
IaLBjpixH3c,UC99Lizquk6exc9r8cu2fY_A,LPS: The Balance Challenge!,Here is a little video I made trying out a challenge I have seen on YouTube. I thought it would be a fun idea to try this challenge ...
6huYGlwH-WM,UC99Lizquk6exc9r8cu2fY_A,Dares With Dopey #16 - GHOST HUNTING!,Dopey is back again with another episode of Dares with Dopey! Leave some dares in the comment section below saying what you ...
hD8_agbdxHg,UC99Lizquk6exc9r8cu2fY_A,DOUGHNUT STORE!!,"In this video I show you guys this cool new pack of LPS props I bought, I can't wait to use these in future videos! I hope you ..."
rN64cSNOryM,UC99Lizquk6exc9r8cu2fY_A,LPS: Superhero PARODY!,"Hey guys, here is my new parody! Not a lot of movies have came out recently that I wanted to make a parody of, so I thought I ..."
FLbDJtpXQx8,UCsqKbe0_9D9gO48DeuDjbCg,$36K Bitcoin in 6 months? Stablecoin FIAT FREAK money will pump BTC! Unprecedented weak hand panic!,"Boise, ID- A short 3-minute video for you #Bitcoin Elite Beasts! $83 needs to be raised for a regular full length 1 BTC show!"
ltseRszotx8,UCsqKbe0_9D9gO48DeuDjbCg,March 1st Bitcoin PUMP because of Joe Biden state of the union speech? Ignore Russia Putin BTC NOISE,"Midland, TX- March 1st is the Joe Biden state of the union address and it may PUMP the Bitcoin price! The 80%ers worship the ..."
-6tRN6Qd7dk,UCsqKbe0_9D9gO48DeuDjbCg,"The 1 Bitcoin Show- VanEck ETF sort of, Peter Schiff, Bcash,-PART 1-TECH ISSUES!","Tel Aviv, Israel- TECHNICAL ISSUES! GOTO the FOLLOWING LINK FOR THE SHOW: ..."
NXbtYG3hZYY,UCsqKbe0_9D9gO48DeuDjbCg,"TECH ISSUES- MSM vilifies cash- BTC is next! Futures, Ethereum, Bcash, Zimbabwe, Lightning","Real show is here- https://www.youtube.com/watch?v=SbAXYkDsj1A Edmonton, AB- Soon these sociopaths will be saying the ..."
nxGlj-fCN5w,UCsqKbe0_9D9gO48DeuDjbCg,"TECH ISSUES-The BTC game is NOT rigged! Persevere, take it slow, &amp; prosper!","THis video does not work. Real version here- https://www.youtube.com/watch?v=C8JuztI1D4g Edmonton, AB-People say the ..."
T5OtLof91Mw,UCsqKbe0_9D9gO48DeuDjbCg,The 1 Bitcoin Show- Report from San Francisco,I am in a rush. Will add more to notes later CryptoHWwallet- ...
nzc9TP-Gmdc,UCsqKbe0_9D9gO48DeuDjbCg,Bitcoin hardware wallet storage talk at the Tesla dealership! Trezor &amp; Ledger are VERY popular,Joseph and I taped this in Burbank while he was powering up his Tesla. What a wild Bitcoin related experience. How many Bitcoin ...
6lSCcCpTaXQ,UCsqKbe0_9D9gO48DeuDjbCg,VIDEO QUALITY ISSUES: The Bitcoin challenge! Bcash paralysis plan? Bgold as catastrophic insurance?,PLEASE FOLLOW ME @TECHBALT on TWITTER to avoid future issues like this one: This show won't be live do to technical ...
eFAjoS4tjjY,UCsqKbe0_9D9gO48DeuDjbCg,This week in Bitcoin- 9-8-2017- MISTAKE SHOW CLICK ON LINK FOR REAL SHOW,GO HERE- https://www.youtube.com/watch?v=uSTWObrV92s https://www.youtube.com/watch?v=uSTWObrV92s and just in case ...
4Kkzl2OFx6k,UCsqKbe0_9D9gO48DeuDjbCg,Bitcoin Predictions: Monero will hold the #2 market cap spot in 2017. News: Coinbase Monero interest,I think Monero will hit (at least) .02 BTC in 2017 and become the #2 cryptocurrency in the world in terms of market capitalization.
KdKxMWZ-MT8,UCsqKbe0_9D9gO48DeuDjbCg,"Bitcoin back over $900, Even my father hears about the BTC surge, Litecoin vs Ripple",I was really pleased to find out that my father heard about Bitcoin while listening to XM radio. I told him this would happen one day.
VWexOrZX2ig,UCsqKbe0_9D9gO48DeuDjbCg,Bitcoin love from a Blockchain Summer School attendee in Harare Zimbabwe,He followed my instructions and for that he gets his own video. You can feel the Bitcoin passion of Zimbabwe when he speaks.
C4K3SzKKX3Q,UCsqKbe0_9D9gO48DeuDjbCg,This man sells his cattle for Bitcoin in Zimbabwe!  A Blockchain Summer School Harare interview,Zimbabwe does not have a lot of Bitcoin activity but there is more here than in Mozambique. I sit down with Allister Banks to ...
YXe55NjcO8U,UCsqKbe0_9D9gO48DeuDjbCg,Use Bitcoin to stay at 3 great apartments in Maputo Mozambique! Beats the overpriced hotels!,I have convinced a a business owner in Maputo to accept Bitcoin! He is the first business in Maputo and maybe in Mozambique to ...
OUz_2DAcZmM,UCsqKbe0_9D9gO48DeuDjbCg,Why Mozambique needs Bitcoin- An interview in front of a closed Maputo Nosso Banco,As pessoas de língua portuguesa precisam aprender sobre o Bitcoin. Mussagi Cassamo (the Roger ver of Mozambique) talks ...
tuuCy8aQc_M,UCsqKbe0_9D9gO48DeuDjbCg,"5000 Yuan Bitcoin blast off! 500K BTC buy rumor, positive scenarios. India could reshape the market","I have been traveling most of the day, but Andy Hoffman of Miles Franklin managed to get a hold of me and told me about the ..."
