RELEVANT_IMPRESSIONS_DAILY,FROM_IDEOLOGY,TO_IDEOLOGY,FROM_MEDIA,TO_MEDIA,FROM_LR,TO_LR
19262.728395159,Religious Conservative,Partisan Left,YouTube,YouTube,R,L
337233.503513551,QAnon,Center/Left MSM,YouTube,Mainstream Media,R,C
740269.210165998,Conspiracy,Center/Left MSM,YouTube,Mainstream Media,R,C
1896220.74985412,Unclassified,,YouTube,,R,
206422.594748821,Religious Conservative,Partisan Right,YouTube,YouTube,R,R
76217.727298864,Libertarian,Partisan Right,YouTube,YouTube,R,R
1503663.4790473,Partisan Right,Partisan Left,YouTube,Mainstream Media,R,L
649190.859393743,Social Justice,Center/Left MSM,YouTube,Mainstream Media,L,C
28427.56144661,Unclassified,Social Justice,YouTube,YouTube,L,L
1216647.75919487,Unclassified,,Mainstream Media,,R,
62076.679236622,Libertarian,Unclassified,YouTube,YouTube,R,R
52336.553148914,QAnon,,YouTube,,C,
423963.92088355,Conspiracy,Unclassified,YouTube,YouTube,R,C
63563.475174352,Unclassified,Partisan Left,YouTube,YouTube,C,L
7315936.0948998,Social Justice,,Mainstream Media,,L,
164805.566737238,Unclassified,Anti-SJW,YouTube,YouTube,C,C
62164.067952693,Libertarian,Libertarian,YouTube,YouTube,C,R
28497.365194648,Unclassified,Socialist,YouTube,YouTube,L,L
135208.701054079,Black,Partisan Left,YouTube,Mainstream Media,C,L
233693.512352538,Anti-SJW,Anti-SJW,Missing Link Media,YouTube,R,R
123051.405633287,Social Justice,Partisan Left,Mainstream Media,YouTube,L,L
163543.276995354,MRA,Anti-SJW,YouTube,YouTube,R,R
143.692820927,,Partisan Right,,YouTube,,R
27296.819515939,Partisan Right,Unclassified,YouTube,YouTube,R,L
3069.879199027,Libertarian,Social Justice,YouTube,YouTube,C,L
7520535.68363323,Partisan Left,Partisan Left,YouTube,Mainstream Media,L,L
573.803889297,Partisan Left,Center/Left MSM,Mainstream Media,Mainstream Media,C,C
2566.501155868,Partisan Right,Black,YouTube,YouTube,R,L
1190.78782496,Center/Left MSM,Partisan Right,Missing Link Media,YouTube,C,R
37649.514184064,Libertarian,Partisan Left,YouTube,Mainstream Media,C,L
1178.742640268,MRA,Unclassified,YouTube,Mainstream Media,R,R
203565.597916955,Center/Left MSM,Social Justice,Mainstream Media,Missing Link Media,L,L
2839.009975816,Anti-theist,Partisan Right,YouTube,YouTube,L,R
1052.945117321,Conspiracy,Anti-SJW,YouTube,YouTube,L,R
21982.572180899,Partisan Right,Social Justice,Missing Link Media,Mainstream Media,R,L
220286.492302196,Libertarian,Anti-SJW,YouTube,YouTube,R,R
44058.924845513,Anti-theist,Anti-theist,YouTube,YouTube,C,L
1927.976346574,LGBT,Anti-SJW,YouTube,YouTube,L,R
2076.382739281,Partisan Left,Center/Left MSM,YouTube,Mainstream Media,C,L
9214.29418574,MRA,Partisan Right,YouTube,YouTube,R,R
8777.20925941,Conspiracy,Unclassified,YouTube,YouTube,C,L
1425.3266962,Partisan Left,Anti-SJW,YouTube,YouTube,C,R
101821.491103798,Anti-SJW,Center/Left MSM,YouTube,Missing Link Media,R,C
3173.635072883,QAnon,Religious Conservative,YouTube,YouTube,R,C
482403.95322321,Partisan Left,Partisan Right,Mainstream Media,YouTube,L,R
7733.815015079,Anti-theist,Religious Conservative,YouTube,YouTube,C,R
8255.668612204,MRA,Partisan Left,YouTube,YouTube,R,L
16899.848226793,Religious Conservative,Social Justice,YouTube,YouTube,R,L
3568.111179862,Center/Left MSM,Black,Mainstream Media,YouTube,L,C
178.189513103,Socialist,Unclassified,YouTube,YouTube,C,L
80.789728318,,Unclassified,,YouTube,,L
129.354833498,Center/Left MSM,Social Justice,Mainstream Media,YouTube,C,C
1852.98391734,Anti-theist,Center/Left MSM,YouTube,Missing Link Media,C,C
6811.687910427,Anti-SJW,Partisan Left,YouTube,YouTube,L,L
4.280915506,Religious Conservative,Conspiracy,YouTube,YouTube,C,C
1054.609134406,Anti-SJW,Center/Left MSM,YouTube,Mainstream Media,L,L
1982.545906963,Unclassified,Center/Left MSM,YouTube,Missing Link Media,L,C
7136.515522757,Anti-SJW,Partisan Right,YouTube,Mainstream Media,L,R
675.507473394,Social Justice,QAnon,YouTube,YouTube,L,R
546.471154855,Partisan Right,Partisan Right,YouTube,Mainstream Media,C,R
208.76661134,QAnon,White Identitarian,YouTube,YouTube,R,R
326.690055494,Social Justice,Religious Conservative,Mainstream Media,Missing Link Media,L,R
265.899677345,Religious Conservative,Center/Left MSM,YouTube,Missing Link Media,C,C
79424.143799408,Religious Conservative,Center/Left MSM,YouTube,Mainstream Media,R,L
17740.665119226,Partisan Right,Center/Left MSM,YouTube,Missing Link Media,R,C
79754.510579511,LGBT,,YouTube,,L,
140449.031897694,QAnon,Unclassified,YouTube,YouTube,R,C
171581.918823318,Partisan Right,Partisan Left,YouTube,YouTube,R,L
141513.379141488,Unclassified,Center/Left MSM,YouTube,Mainstream Media,R,L
38869.662440991,Libertarian,Partisan Left,YouTube,YouTube,R,L
171014.445522507,Unclassified,Center/Left MSM,Mainstream Media,Mainstream Media,R,L
1545414.96178409,Center/Left MSM,Partisan Right,Mainstream Media,Mainstream Media,L,R
78.70122908,White Identitarian,Black,YouTube,YouTube,R,L
78580.564180446,Unclassified,Social Justice,Mainstream Media,Mainstream Media,R,L
353.963944838,Conspiracy,Social Justice,YouTube,YouTube,C,C
75.607907514,Social Justice,Libertarian,YouTube,YouTube,C,R
11.943631623,,Religious Conservative,,Missing Link Media,,R
26984.845959379,Anti-SJW,Anti-SJW,YouTube,Missing Link Media,R,R
5526.596954318,Anti-SJW,Libertarian,YouTube,YouTube,R,C
352.368877867,Social Justice,Partisan Left,Mainstream Media,Mainstream Media,L,C
32247.215641905,Social Justice,Anti-SJW,Mainstream Media,YouTube,L,C
2955.463469776,Anti-SJW,White Identitarian,YouTube,YouTube,R,R
142864.23906284,Religious Conservative,Partisan Right,Missing Link Media,YouTube,R,R
1640.101061115,Partisan Right,Center/Left MSM,YouTube,Mainstream Media,C,C
172026.579443059,Unclassified,Partisan Left,Mainstream Media,Mainstream Media,R,L
14982.087319584,Partisan Right,Anti-SJW,Missing Link Media,YouTube,R,C
64012.764619936,Conspiracy,Religious Conservative,YouTube,Missing Link Media,R,R
58126.591033904,White Identitarian,White Identitarian,YouTube,YouTube,R,R
136959.838586885,Partisan Right,Unclassified,Mainstream Media,YouTube,R,R
141.401888476,Partisan Left,Partisan Right,Mainstream Media,Mainstream Media,C,R
8604.325093617,QAnon,Social Justice,YouTube,Missing Link Media,R,L
1014.090682049,White Identitarian,Center/Left MSM,YouTube,Missing Link Media,R,C
1275.565523674,Unclassified,Anti-theist,YouTube,YouTube,R,C
7023.010377633,Black,Libertarian,YouTube,YouTube,C,R
308487.878020053,Anti-SJW,Partisan Right,YouTube,Mainstream Media,C,R
28373.345695243,Center/Left MSM,Unclassified,Missing Link Media,YouTube,C,C
5167.262249308,Socialist,Anti-theist,YouTube,YouTube,L,L
953915.509882487,Partisan Right,Partisan Right,Missing Link Media,Mainstream Media,R,R
16.639861717,Anti-theist,Partisan Right,YouTube,YouTube,R,R
117.820296393,MRA,Conspiracy,YouTube,YouTube,C,C
18729.317328821,Social Justice,Unclassified,Mainstream Media,Mainstream Media,L,R
2.664714484,Anti-theist,Anti-SJW,YouTube,YouTube,R,C
4297.909812046,Partisan Left,Black,YouTube,YouTube,L,L
3764.991095858,Partisan Right,Black,YouTube,YouTube,R,C
14.232128046,Partisan Left,Center/Left MSM,YouTube,Missing Link Media,C,C
6.536748484,Partisan Left,Libertarian,Mainstream Media,YouTube,C,R
919.513071802,Libertarian,Anti-SJW,YouTube,YouTube,C,C
2256.649022114,Partisan Right,Center/Left MSM,Mainstream Media,Missing Link Media,R,C
83.670541218,,Conspiracy,,YouTube,,R
0,LGBT,Socialist,YouTube,YouTube,L,C
54.611081716,Social Justice,Socialist,YouTube,YouTube,C,C
67.321659945,Partisan Right,Anti-theist,YouTube,YouTube,C,L
1157.328943213,Religious Conservative,QAnon,Missing Link Media,YouTube,R,R
6259.1050752,Partisan Right,Unclassified,Missing Link Media,Mainstream Media,R,R
110.996175456,MRA,Unclassified,YouTube,Mainstream Media,C,R
16511.700264832,Unclassified,Partisan Left,Mainstream Media,YouTube,R,L
25.238763594,Unclassified,Partisan Left,Mainstream Media,Mainstream Media,L,L
1902.331580927,Black,Socialist,YouTube,YouTube,L,L
271.065125475,Conspiracy,MRA,YouTube,YouTube,C,C
773.352063099,Anti-SJW,Libertarian,YouTube,YouTube,L,R
5270.592406389,Religious Conservative,MRA,Missing Link Media,YouTube,R,R
1011.74599514,Unclassified,White Identitarian,YouTube,YouTube,R,R
456.394130597,Partisan Right,Black,Mainstream Media,YouTube,R,L
0.1259080893,Social Justice,Conspiracy,Mainstream Media,YouTube,L,L
1349.369760385,Social Justice,Anti-theist,Missing Link Media,YouTube,L,C
0.3070192587,,Anti-SJW,,YouTube,,L
1.086955222,Unclassified,Conspiracy,YouTube,YouTube,C,L
4077.669275446,Libertarian,Unclassified,YouTube,Mainstream Media,C,R
0,Anti-SJW,Partisan Left,Missing Link Media,Mainstream Media,R,C
18.972191347,Social Justice,LGBT,YouTube,YouTube,L,C
1.405715923,Center/Left MSM,MRA,Mainstream Media,YouTube,L,C
348.319954615,Libertarian,Anti-SJW,YouTube,YouTube,R,L
2733.584871639,Center/Left MSM,Partisan Left,Missing Link Media,YouTube,C,L
137.020759534,Black,MRA,YouTube,YouTube,C,C
578.546823684,Religious Conservative,Center/Left MSM,YouTube,Mainstream Media,C,L
2019.125512239,Religious Conservative,Unclassified,Missing Link Media,YouTube,R,L
16.155692072,Anti-theist,White Identitarian,YouTube,YouTube,L,R
1099.90817309,QAnon,Conspiracy,YouTube,YouTube,C,R
0,Social Justice,Anti-theist,Missing Link Media,YouTube,L,R
1.122988908,Anti-theist,Libertarian,YouTube,YouTube,L,C
12.704440483,Partisan Right,Black,YouTube,YouTube,R,R
7.659081318,MRA,QAnon,YouTube,YouTube,C,R
15952.595075621,Center/Left MSM,Conspiracy,Mainstream Media,YouTube,C,R
5302.024408936,Anti-SJW,Socialist,YouTube,YouTube,L,L
5458.711754323,Partisan Left,Anti-theist,Mainstream Media,YouTube,L,L
9695.634706473,Unclassified,Conspiracy,YouTube,YouTube,R,R
9082.843897344,Religious Conservative,Unclassified,YouTube,YouTube,R,L
40780.200145095,Partisan Right,Unclassified,Missing Link Media,YouTube,R,C
19862.704186196,Unclassified,Socialist,YouTube,YouTube,R,L
8002.898645948,Socialist,Center/Left MSM,YouTube,Missing Link Media,L,C
112.799006461,Conspiracy,Partisan Left,YouTube,YouTube,C,C
9610.874489109,Unclassified,Conspiracy,YouTube,YouTube,C,C
12859.94402569,Unclassified,Libertarian,YouTube,YouTube,R,C
129.687581015,MRA,Social Justice,YouTube,Missing Link Media,C,L
1672.232619337,,Partisan Right,,Mainstream Media,,R
4529.264987692,Partisan Left,Partisan Left,YouTube,YouTube,L,C
111.307177579,Social Justice,Partisan Right,YouTube,Mainstream Media,C,R
125.160638667,QAnon,Center/Left MSM,YouTube,Missing Link Media,C,C
750.547021551,Socialist,Black,YouTube,YouTube,L,C
15579.693961306,Social Justice,Center/Left MSM,Missing Link Media,Missing Link Media,L,C
8668.892216971,Anti-SJW,Anti-theist,YouTube,YouTube,L,L
0.9970887357,Black,Unclassified,YouTube,YouTube,R,L
546.63080655,Conspiracy,Partisan Right,YouTube,YouTube,R,C
3365.243123713,Anti-SJW,LGBT,YouTube,YouTube,R,L
48.504596207,Partisan Left,Social Justice,Mainstream Media,Missing Link Media,C,L
120.573727792,Socialist,Anti-SJW,YouTube,Missing Link Media,L,R
1219.480413731,Center/Left MSM,QAnon,Mainstream Media,YouTube,L,R
333.999759282,Center/Left MSM,Anti-theist,Mainstream Media,YouTube,L,L
110.889465628,Center/Left MSM,Anti-SJW,Mainstream Media,Missing Link Media,L,R
0,Center/Left MSM,Partisan Right,Missing Link Media,Mainstream Media,C,C
321.415800417,Center/Left MSM,Libertarian,Mainstream Media,YouTube,L,C
50465.403787118,Partisan Right,Religious Conservative,Mainstream Media,Missing Link Media,R,R
1726.818752346,Socialist,Religious Conservative,YouTube,Missing Link Media,L,R
1480.281863605,Black,Social Justice,YouTube,YouTube,C,C
0,,Socialist,,YouTube,,C
1881.168629501,Partisan Left,Anti-SJW,YouTube,YouTube,L,L
0.8125017686,Partisan Left,Black,Mainstream Media,YouTube,C,L
783.513071199,Social Justice,Libertarian,YouTube,YouTube,L,C
85.972863605,Partisan Left,LGBT,YouTube,YouTube,L,L
313.875683071,Unclassified,Anti-SJW,YouTube,YouTube,L,L
0.0001772456576,Social Justice,MRA,Missing Link Media,YouTube,L,C
9.787484121,Religious Conservative,Libertarian,YouTube,YouTube,R,C
43.12397952,Partisan Left,LGBT,Mainstream Media,YouTube,L,L
96.624995647,Partisan Left,MRA,YouTube,YouTube,L,C
135.655238068,Religious Conservative,Black,YouTube,YouTube,R,L
0.469720165,Anti-theist,Partisan Right,YouTube,YouTube,C,C
19.089406443,Center/Left MSM,Anti-SJW,Mainstream Media,YouTube,L,L
0,Center/Left MSM,QAnon,Missing Link Media,YouTube,C,R
39.612996452,Libertarian,LGBT,YouTube,YouTube,R,L
507.935544934,Partisan Left,Partisan Right,YouTube,YouTube,L,C
5.948619785,Unclassified,White Identitarian,Mainstream Media,YouTube,R,R
190.420297457,Anti-SJW,Unclassified,YouTube,YouTube,L,R
287.464897996,Unclassified,Partisan Left,YouTube,YouTube,R,C
2.451876161,Partisan Left,Conspiracy,Mainstream Media,YouTube,C,R
769.188689455,LGBT,Partisan Right,YouTube,Mainstream Media,L,R
1824.543523207,Religious Conservative,Partisan Right,YouTube,Mainstream Media,C,R
0.0007443870968,Conspiracy,Anti-theist,YouTube,YouTube,C,R
13.147844911,Anti-theist,Black,YouTube,YouTube,L,L
4420.084709909,Social Justice,Anti-theist,Missing Link Media,YouTube,L,L
2.282367581,Anti-SJW,Black,YouTube,YouTube,L,C
871.127921691,Unclassified,Unclassified,YouTube,Mainstream Media,C,L
75.603280071,Anti-SJW,QAnon,Missing Link Media,YouTube,R,R
6.507292043,Partisan Left,Anti-theist,YouTube,YouTube,C,L
0,Social Justice,Partisan Right,Mainstream Media,YouTube,L,C
111.794635223,LGBT,Center/Left MSM,YouTube,Mainstream Media,C,C
120.614141579,Libertarian,Center/Left MSM,YouTube,Missing Link Media,C,C
12.478087419,White Identitarian,LGBT,YouTube,YouTube,R,L
152.629622148,Libertarian,Religious Conservative,YouTube,Missing Link Media,C,R
265.921835424,Conspiracy,Social Justice,YouTube,Mainstream Media,L,L
96.831683232,Conspiracy,Social Justice,YouTube,Missing Link Media,L,L
0,Center/Left MSM,White Identitarian,Missing Link Media,YouTube,C,R
283.440847986,Center/Left MSM,Conspiracy,Missing Link Media,YouTube,C,C
60.958609689,Partisan Left,Center/Left MSM,Mainstream Media,Missing Link Media,L,L
104.363038808,Unclassified,Socialist,YouTube,YouTube,L,C
325.880088852,Conspiracy,Partisan Right,YouTube,Missing Link Media,C,R
2.330804872,Conspiracy,Unclassified,YouTube,Mainstream Media,C,L
37.824299323,Partisan Right,Socialist,YouTube,YouTube,C,L
0.09412146319,Unclassified,Anti-SJW,Mainstream Media,YouTube,L,C
0.5774864516,Religious Conservative,Black,YouTube,YouTube,C,L
5.148916991,Partisan Left,Anti-SJW,Mainstream Media,YouTube,C,C
4.348060865,MRA,Anti-SJW,YouTube,YouTube,C,L
1.204233313,Partisan Left,QAnon,YouTube,YouTube,L,C
29.222311017,LGBT,Anti-SJW,YouTube,YouTube,L,L
0.05546222581,Unclassified,Partisan Left,Mainstream Media,YouTube,L,L
6.896096412,Socialist,Religious Conservative,YouTube,YouTube,C,R
2738.554721694,QAnon,Anti-SJW,YouTube,YouTube,C,R
1.278899487,Partisan Right,Black,YouTube,YouTube,C,L
374.678268915,Anti-theist,Religious Conservative,YouTube,YouTube,L,C
4.85759614,Anti-theist,Religious Conservative,YouTube,Missing Link Media,R,R
0.4695193486,Anti-theist,Partisan Left,YouTube,YouTube,R,L
910.330166079,QAnon,Unclassified,YouTube,YouTube,C,R
90.287159486,Partisan Right,Social Justice,YouTube,YouTube,C,L
97.232312095,Anti-SJW,Socialist,YouTube,YouTube,R,C
4209.956406963,QAnon,QAnon,YouTube,YouTube,C,C
3.017344114,LGBT,Conspiracy,YouTube,YouTube,C,R
2.608086315,Black,Partisan Right,YouTube,YouTube,L,C
0.3064516129,Religious Conservative,Center/Left MSM,Missing Link Media,Missing Link Media,R,L
4245.670820793,Social Justice,Unclassified,YouTube,Mainstream Media,L,L
8.065920116,Conspiracy,Black,YouTube,YouTube,L,C
457.823227283,Partisan Right,MRA,Missing Link Media,YouTube,R,C
0.6422416377,Black,Religious Conservative,YouTube,Missing Link Media,R,R
0,Social Justice,Conspiracy,YouTube,YouTube,C,L
0,Unclassified,Unclassified,Mainstream Media,YouTube,L,R
39.084611924,QAnon,Anti-theist,YouTube,YouTube,C,L
0.7988058933,Unclassified,Partisan Right,Mainstream Media,Mainstream Media,R,C
0.01516923077,Partisan Left,Partisan Right,YouTube,Mainstream Media,C,C
1189.65034919,Center/Left MSM,Center/Left MSM,Missing Link Media,Missing Link Media,L,L
0.001767990074,QAnon,White Identitarian,YouTube,YouTube,C,R
2.908360732,Center/Left MSM,Unclassified,Missing Link Media,Mainstream Media,L,R
0.611966067,Anti-theist,Black,YouTube,YouTube,C,R
0.06820198883,Partisan Right,Partisan Right,Mainstream Media,Missing Link Media,C,R
60.150406567,Black,Anti-theist,YouTube,YouTube,L,L
1.358925893,MRA,QAnon,YouTube,YouTube,R,C
9.347866476,Partisan Left,Black,YouTube,YouTube,C,L
408.188493217,Religious Conservative,Partisan Right,Missing Link Media,Mainstream Media,R,C
0.05818471464,Anti-theist,Partisan Left,YouTube,Mainstream Media,L,C
0.2465331266,Unclassified,LGBT,Mainstream Media,YouTube,R,L
1.148280913,Center/Left MSM,Conspiracy,Missing Link Media,YouTube,L,C
0.003383722084,QAnon,LGBT,YouTube,YouTube,R,C
0.7613666625,LGBT,Religious Conservative,YouTube,YouTube,L,C
0.1869470031,Partisan Right,Libertarian,Mainstream Media,YouTube,C,C
8.965341042,White Identitarian,Partisan Left,YouTube,Mainstream Media,R,C
21.484009485,Conspiracy,Religious Conservative,YouTube,Missing Link Media,L,R
39.952038721,Black,Partisan Left,YouTube,Mainstream Media,L,C
0,Center/Left MSM,QAnon,Missing Link Media,YouTube,C,C
0,Unclassified,White Identitarian,Mainstream Media,YouTube,L,R
2.265508685,Center/Left MSM,Religious Conservative,Missing Link Media,YouTube,L,C
7.721487594,Anti-theist,Social Justice,YouTube,Mainstream Media,R,L
2.69900062,Anti-theist,LGBT,YouTube,YouTube,L,C
0.07055233995,Socialist,Black,YouTube,YouTube,L,R
4.790437494,Anti-SJW,Center/Left MSM,Missing Link Media,Missing Link Media,R,L
10.821925705,QAnon,Religious Conservative,YouTube,YouTube,C,C
0,Anti-SJW,LGBT,Missing Link Media,YouTube,R,C
0,Anti-theist,Anti-theist,YouTube,YouTube,L,R
0.167317,Socialist,MRA,YouTube,YouTube,C,C
0.1278896642,Unclassified,Center/Left MSM,Mainstream Media,Missing Link Media,L,C
0.1671659404,Black,Black,YouTube,YouTube,R,L
0,Partisan Right,MRA,YouTube,YouTube,C,C
0.4424244715,Partisan Right,Religious Conservative,Mainstream Media,YouTube,C,C
1.31925134,Anti-SJW,LGBT,Missing Link Media,YouTube,R,L
0.3882485943,LGBT,Unclassified,YouTube,Mainstream Media,C,R
0,Center/Left MSM,LGBT,Missing Link Media,YouTube,C,C
0,MRA,Anti-theist,YouTube,YouTube,C,R
0,Partisan Left,LGBT,YouTube,YouTube,C,L
0.6693004367,Partisan Left,Religious Conservative,Mainstream Media,YouTube,C,C
0,Religious Conservative,LGBT,Missing Link Media,YouTube,R,C
0.267369727,MRA,Partisan Left,YouTube,Mainstream Media,C,C
0,MRA,Center/Left MSM,YouTube,Missing Link Media,C,L
0,Conspiracy,Partisan Right,YouTube,YouTube,L,C
49.671183035,,Conspiracy,,YouTube,,C
597.071297331,,Anti-SJW,,YouTube,,C
178.748038054,Anti-SJW,White Identitarian,YouTube,YouTube,C,R
554.906992447,,Partisan Left,,YouTube,,L
7860.866017253,Unclassified,Conspiracy,YouTube,YouTube,C,R
994282.413627811,Partisan Right,Partisan Right,Mainstream Media,YouTube,R,R
4.045094392,,Libertarian,,YouTube,,C
1118530.60010047,Anti-SJW,Partisan Right,YouTube,YouTube,R,R
5192422.87141542,Social Justice,Social Justice,YouTube,YouTube,L,L
18209284.8417483,Anti-SJW,Anti-SJW,YouTube,YouTube,R,R
1875644.13141138,Partisan Right,Anti-SJW,YouTube,YouTube,R,R
7530400.55464799,Partisan Left,Social Justice,Mainstream Media,Mainstream Media,L,L
31411.151011464,Libertarian,Libertarian,YouTube,YouTube,R,C
45699.461657797,Unclassified,Libertarian,YouTube,YouTube,R,R
78436.439657321,Partisan Right,Socialist,YouTube,YouTube,R,L
838554.531177082,Unclassified,Center/Left MSM,YouTube,Mainstream Media,C,C
105313.066694295,Partisan Right,Religious Conservative,YouTube,Missing Link Media,R,R
192267.049482943,Religious Conservative,Center/Left MSM,YouTube,Mainstream Media,R,C
28263.506213278,Partisan Right,Conspiracy,Mainstream Media,YouTube,R,R
153439.128178325,Anti-SJW,Religious Conservative,YouTube,Missing Link Media,R,R
12927.975927053,Center/Left MSM,Black,Mainstream Media,YouTube,C,C
233946.645176594,QAnon,Partisan Left,YouTube,Mainstream Media,R,L
474951.441903593,Social Justice,Unclassified,Mainstream Media,YouTube,L,C
1.167840847,,Partisan Left,,YouTube,,C
52308.693511743,Social Justice,Partisan Right,YouTube,YouTube,L,R
26692.831824194,Religious Conservative,QAnon,YouTube,YouTube,R,R
0.4105689789,Unclassified,Black,YouTube,YouTube,C,R
60646.589987113,Social Justice,Anti-SJW,YouTube,YouTube,L,C
2682.798619458,Partisan Right,Anti-theist,Mainstream Media,YouTube,R,C
4338.641784522,Social Justice,Black,Mainstream Media,YouTube,L,L
391207.572221829,Libertarian,Libertarian,YouTube,YouTube,C,C
303.007540638,Socialist,White Identitarian,YouTube,YouTube,L,R
19860.994750425,Center/Left MSM,Religious Conservative,Mainstream Media,YouTube,L,R
750.978541333,Social Justice,Libertarian,Mainstream Media,YouTube,L,C
20097.928304698,Religious Conservative,Unclassified,YouTube,YouTube,R,R
14695.846672216,Partisan Right,Conspiracy,YouTube,YouTube,R,C
543080.779356873,Partisan Right,Libertarian,YouTube,YouTube,R,R
13081.503555451,White Identitarian,Partisan Right,YouTube,YouTube,R,R
6561.859098776,Partisan Left,Religious Conservative,YouTube,Missing Link Media,L,R
3482.734086742,Center/Left MSM,MRA,Mainstream Media,YouTube,C,R
6208500.75354184,Partisan Right,,Mainstream Media,,R,
2212.808233122,Partisan Right,Anti-theist,YouTube,YouTube,R,C
267352.777898021,Partisan Right,Unclassified,Mainstream Media,YouTube,R,C
23463.483492588,Center/Left MSM,Center/Left MSM,Missing Link Media,Mainstream Media,C,C
11025.199951762,Unclassified,Religious Conservative,YouTube,YouTube,R,R
1557.981869696,Black,Conspiracy,YouTube,YouTube,L,R
337.208828038,Libertarian,Anti-SJW,YouTube,Missing Link Media,R,R
1270.832015602,White Identitarian,Partisan Right,YouTube,Missing Link Media,R,R
10178.760066942,Social Justice,Religious Conservative,YouTube,YouTube,L,R
68.964220873,Social Justice,White Identitarian,YouTube,YouTube,L,R
5073.917270889,Unclassified,Libertarian,YouTube,YouTube,L,R
176.701284494,Socialist,QAnon,YouTube,YouTube,L,R
19.649419723,Anti-SJW,LGBT,YouTube,YouTube,C,C
1698.066071591,Religious Conservative,Religious Conservative,YouTube,YouTube,C,R
12176.148693818,Anti-theist,Partisan Left,YouTube,YouTube,L,L
953.952582219,LGBT,Anti-SJW,YouTube,YouTube,L,C
381.763418817,Social Justice,Religious Conservative,Mainstream Media,YouTube,L,C
1.104434411,Partisan Right,QAnon,YouTube,YouTube,R,C
30960.136467076,Conspiracy,Social Justice,YouTube,YouTube,C,L
291302.445053749,Unclassified,Partisan Right,YouTube,Mainstream Media,R,R
118.032771672,Anti-theist,MRA,YouTube,YouTube,L,C
2105.940931728,Partisan Left,QAnon,Mainstream Media,YouTube,L,R
40.104376762,,Black,,YouTube,,L
993.335066353,Socialist,Black,YouTube,YouTube,L,L
6002.49123788,Black,Anti-SJW,YouTube,YouTube,L,R
17252.639148003,Anti-theist,Anti-SJW,YouTube,YouTube,L,R
26737.73622001,Anti-theist,Anti-SJW,YouTube,YouTube,C,R
64670.720905779,Unclassified,Unclassified,YouTube,YouTube,C,R
0,,Partisan Left,,Mainstream Media,,C
619.071450642,Center/Left MSM,Partisan Right,Mainstream Media,Mainstream Media,C,C
1830.628178091,Black,Conspiracy,YouTube,YouTube,L,C
13878.9142625,Religious Conservative,Conspiracy,Missing Link Media,YouTube,R,R
446688.966638892,Center/Left MSM,Unclassified,Mainstream Media,Mainstream Media,C,R
1459.929518893,Unclassified,Anti-theist,YouTube,YouTube,L,L
283844.89128343,Anti-SJW,Partisan Left,YouTube,Mainstream Media,C,L
1105533.13434487,Anti-SJW,Unclassified,YouTube,YouTube,R,C
17.44741944,,Center/Left MSM,,Missing Link Media,,C
32.279571132,Unclassified,Conspiracy,Mainstream Media,YouTube,R,C
2317.977802529,Socialist,Anti-SJW,YouTube,YouTube,L,L
10.017907022,Center/Left MSM,MRA,Mainstream Media,YouTube,C,C
133174.333366219,Conspiracy,Anti-SJW,YouTube,YouTube,R,C
473780.042634798,Social Justice,Partisan Right,YouTube,Mainstream Media,L,R
365997.695496199,Partisan Right,Social Justice,YouTube,Mainstream Media,R,L
133824.672752975,Black,Center/Left MSM,YouTube,Mainstream Media,C,C
118.36419995,Unclassified,QAnon,YouTube,YouTube,L,R
1423.241430212,White Identitarian,Conspiracy,YouTube,YouTube,R,R
8318.644195126,Anti-theist,Social Justice,YouTube,YouTube,L,L
135418.692117542,Partisan Right,Unclassified,YouTube,YouTube,R,R
70167.327567299,Partisan Right,Center/Left MSM,Missing Link Media,Mainstream Media,R,L
3172529.62119042,Partisan Right,Partisan Left,Mainstream Media,Mainstream Media,R,L
81.215981086,MRA,QAnon,YouTube,YouTube,R,R
0,,Center/Left MSM,,Missing Link Media,,L
28332576.4041481,Center/Left MSM,,Mainstream Media,,C,
119740.299826801,Partisan Right,Partisan Left,Missing Link Media,Mainstream Media,R,L
104.562264033,Social Justice,Socialist,YouTube,YouTube,C,L
161373.762281254,Religious Conservative,Anti-SJW,Missing Link Media,YouTube,R,R
60.002425509,Conspiracy,Conspiracy,YouTube,YouTube,R,L
6343.152904808,Conspiracy,Libertarian,YouTube,YouTube,R,C
3239116.98695237,Social Justice,,YouTube,,L,
1336.928746758,Anti-theist,Black,YouTube,YouTube,C,C
3.825690444,Socialist,Partisan Right,YouTube,YouTube,C,R
56347.60566922,Religious Conservative,Anti-SJW,YouTube,YouTube,R,C
1.82678065,Libertarian,Conspiracy,YouTube,YouTube,R,L
0.2594362283,Partisan Left,MRA,Mainstream Media,YouTube,L,C
78347.328366921,Libertarian,Center/Left MSM,YouTube,Mainstream Media,C,C
219.882440124,Partisan Right,Anti-SJW,Mainstream Media,YouTube,R,L
1012.546600137,Center/Left MSM,Partisan Left,Mainstream Media,Mainstream Media,C,C
432921.744439556,Partisan Right,Social Justice,Mainstream Media,Mainstream Media,R,L
4.406098065,Center/Left MSM,Religious Conservative,Missing Link Media,Missing Link Media,C,R
24184.421645377,Libertarian,Unclassified,YouTube,YouTube,C,C
262.635692196,Social Justice,Anti-SJW,Missing Link Media,Missing Link Media,L,R
6130.721517675,MRA,Unclassified,YouTube,YouTube,C,C
