,Progress,Duration (in seconds),Finished,RecordedDate,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q41,Q40,Q43,Q43_5_TEXT,Q45,Q45_11_TEXT,Q46,Q35,Q36,Q16,Q19,Q20,Q21,Q97,Q23,Q24,Q26,Q25,Q27,Q92,Q60,Q61,Q62,Q63,Q64,Q67,Q68,Q69,Q95,Q71,Q72,Q81,Q82,Q83,Q85,Q86,Q32
180,100,304,True,2022-10-11 22:17:47,,,33.107,-97.1598,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,White,,Very liberal,At least once every day,Always,"Yes, rarely","Andrew Tate, conservative BS, other such nonsense.",Clicked not to recommend similar videos or blocked the channel.,,video,Yes,Yes,,Not sure,,2,Yes,No,,,1- not at all effective,Yes,Yes,,Yes,3,,Yes,Yes,,4,,aaaaaaaaaaaaaaaaaaaaa189
181,100,323,True,2022-10-11 22:17:53,,,33.933,-84.604,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,"Black or African American,White",,Liberal,At least once every day,Always,"Yes, rarely","Sexual ASMR, discourse related to male PUAs/incels ","I reported that I was not interested in the videos. If I’m too uninterested to even do that, I just ignore them until they’re no longer recommended.",,video,Yes,No,,,Not sure,2,Yes,No,,,Not sure,Yes,Yes,,Yes,Not sure,,Yes,Yes,,5- completely effective,,aaaaaaaaaaaaaaaaaaaaa186
182,100,235,True,2022-10-11 22:17:54,,,34.9274,-82.3186,anonymous,EN,I consent to participate in this survey,Associate degree,Man,,"Asian or Asian American,Hispanic, Latino, Latina, or Latinx,Native Hawaiian or Other Pacific Islander",,Liberal,At least once every day,Always,"Yes, rarely","Just videos that I had non interest in,",I just ignored them.,,Video,Yes,No,,,4,2,Yes,No,,,3,Yes,No,,Yes,,5- completely effective,Yes,No,,,3,aaaaaaaaaaaaaaaaaaaaa198
183,100,335,True,2022-10-11 22:18:00,,,39.7318,-104.9669,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,White,,Liberal,At least once every day,Most of the time,"Yes, sometimes","Political videos, particularly what appeared to be videos with an individual responding to a decision (i.e. not from a news site)","I clicked ""don't show me this"" (or whatever it specifically says) and when asked why replied ""I'm not interested""",,video,Not sure,Not sure,,,3,2,No,No,,,Not sure,Yes,Yes,,Yes,Not sure,,Not sure,Not sure,,,4,aaaaaaaaaaaaaaaaaaaaa187
184,100,192,True,2022-10-11 22:18:00,,,40.0378,-75.0693,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Man,,White,,Moderate,At least once every day,Always,"Yes, rarely",Sexual related content or hoes,Do not recommend button,,video,Yes,No,,,3,3,Yes,Yes,,4,,Yes,Yes,,Yes,3,,Yes,Yes,,3,,aaaaaaaaaaaaaaaaaaaaa201
185,100,187,True,2022-10-11 22:18:01,,,34.029,-118.4005,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,"White,Prefer not to disclose",,Liberal,At least once every week,Most of the time,"Yes, rarely",Political videos that should not have been suggested based on viewing,Removed from suggested ,,video,No,No,,,4,2,Yes,No,,,1- not at all effective,Yes,Yes,,Yes,3,,Yes,Yes,,Not sure,,aaaaaaaaaaaaaaaaaaaaa203
186,100,324,True,2022-10-11 22:18:24,,,38.8585,-104.7162,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Liberal,At least once every week,Most of the time,"Yes, sometimes",right wing incel politics,I made sure to never click on them or open them or even mouse over them,,video,Not sure,No,,,4,2,Yes,No,,,2,No,No,,Yes,,4,No,No,,,4,aaaaaaaaaaaaaaaaaaaaa178
187,100,385,True,2022-10-11 22:18:25,,,44.9036,-123.0461,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Very conservative,At least once every week,Most of the time,"Yes, rarely",Commentary videos mocking my beliefs,"No actions, I just didn't watch the video",,video,Yes,No,,,5- completely effective,2,Yes,No,,,3,No,No,,Yes,,4,No,No,,,4,aaaaaaaaaaaaaaaaaaaaa182
188,100,248,True,2022-10-11 22:18:25,,,29.4963,-98.4004,anonymous,EN,I consent to participate in this survey,Graduate degree,Woman,,Black or African American,,Very liberal,At least once every day,Always,"Yes, very frequently",Gore or sex related videos,Searched other topics until it changed,,video,No,No,,,1- not at all effective,2,Yes,Yes,,1- not at all effective,,Yes,Yes,,Yes,1- not at all effective,,No,Yes,,1- not at all effective,,aaaaaaaaaaaaaaaaaaaaa195
189,100,175,True,2022-10-11 22:18:31,,,34.0757,-118.3161,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,Asian or Asian American,,Very liberal,At least once every day,Always,"Yes, sometimes",right wing influencers,I click on the not interested button.,,video,Yes,Not sure,,,3,2,Yes,Yes,,1- not at all effective,,Yes,Yes,,Yes,3,,Yes,Yes,,3,,aaaaaaaaaaaaaaaaaaaaa209
190,100,287,True,2022-10-11 22:18:41,,,37.6875,-85.8747,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,Black or African American,,Liberal,At least once every day,Always,"Yes, sometimes",There were a few videos that were a bit triggering that showed up on my feed out of the blue. ,"I either just hit ""hide video"" or ""not recommended""",,video,No,Yes,,5- completely effective,,2,Yes,No,,,5- completely effective,Yes,Yes,,Yes,5- completely effective,,Yes,Yes,,5- completely effective,,aaaaaaaaaaaaaaaaaaaaa196
191,100,388,True,2022-10-11 22:18:55,,,32.9636,-96.7468,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Man,,Black or African American,,Liberal,At least once every day,Most of the time,Never,,,Never,Never,Yes,,No,,5- completely effective,2,Yes,,Yes,,5- completely effective,No,,Yes,Yes,,5- completely effective,No,,Yes,,5- completely effective,aaaaaaaaaaaaaaaaaaaaa185
192,100,393,True,2022-10-11 22:19:25,,,37.722,-122.1643,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Woman,,White,,Liberal,At least once every week,Always,"Yes, very frequently","Random unrelated music videos, how to videos, weird hunting videos, etc",If it’s something really obnoxious I always click the “don’t show me this” button and mute the channel/video type from there,,video,Yes,Yes,,2,,2,Not sure,No,,,3,Yes,Yes,,Yes,2,,Yes,Yes,,2,,aaaaaaaaaaaaaaaaaaaaa191
193,100,263,True,2022-10-11 22:19:27,,,31.258,-89.8024,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Man,,White,,Very conservative,At least once every day,Always,"Yes, rarely",Some of them featured subject matter that disturbs me.,I asked not to be recommended more videos from that channel.,,video,Not sure,No,,,1- not at all effective,2,Yes,No,,,2,Yes,Yes,,Yes,4,,Yes,Yes,,5- completely effective,,aaaaaaaaaaaaaaaaaaaaa205
194,100,1313,True,2022-10-11 22:19:37,,,31.7775,-106.4903,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,Black or African American,,Moderate,At least once every day,Always,"Yes, sometimes"," Christian ministry videos, some health  topic videos, some motivational videos, some cooking videos",I usually just ignore them but if I'm tired of seeing this  kind of stuff I go to not interested ,,video ,Not sure,Not sure,,,4,2,Yes,Yes,,3,,Yes,Yes,,Yes,3,,Yes,Yes,,4,,aaaaaaaaaaaaaaaaaaaaa113
195,100,363,True,2022-10-11 22:19:50,,,41.3499,-83.1131,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,White,,Conservative,At least once every day,Always,"Yes, sometimes",Far-Left Authoritarian Fascist Propaganda from MSNBC or other similarly divisive outlets,I rolled my eyes and didn't click the videos,,video,No,No,,,1- not at all effective,2,Yes,No,,,1- not at all effective,No,No,,Yes,,1- not at all effective,No,No,,,1- not at all effective,aaaaaaaaaaaaaaaaaaaaa194
196,100,323,True,2022-10-11 22:20:02,,,36.0088,-115.2178,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Woman,,White,,Moderate,At least once every day,Most of the time,Never,,,Dislike them,video,No,,Yes,,3,2,Yes,,Yes,,3,Yes,,Yes,Yes,,5- completely effective,Not sure,,Yes,,4,aaaaaaaaaaaaaaaaaaaaa175
197,100,352,True,2022-10-11 22:20:06,,,28.7739,-81.6463,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Woman,,"Black or African American,White,Prefer to self-describe",Multiracial,Liberal,At least once every day,Always,"Yes, sometimes","Transphobic content, misogynistic content, homophobic content ",I pressed the suggestion where it lets you not see posts from that channel.,,video,Yes,Not sure,,,Not sure,2,Yes,Yes,,Not sure,,Yes,Yes,,Yes,4,,Yes,Yes,,4,,aaaaaaaaaaaaaaaaaaaaa200
198,100,374,True,2022-10-11 22:20:08,,,37.2951,-79.987,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,White,,Liberal,At least once every day,Most of the time,"Yes, sometimes",Conspiracy theory nonsense; Joe Rogan and the like,"Select ""not interested"" or ""don't recommend channel.""",,video,Yes,Not sure,,,Not sure,2,Yes,No,,,3,Yes,Yes,,Yes,4,,Yes,Yes,,4,,aaaaaaaaaaaaaaaaaaaaa197
199,100,238,True,2022-10-11 22:20:29,,,47.1435,-122.1678,anonymous,EN,I consent to participate in this survey,Some college but no degree,Woman,,White,,Very liberal,At least once every day,Always,"Yes, sometimes","popular content, asmr, mukbangs, vloggers","clicked the ""Don't recommend this channel to me""",,video,No,No,,,Not sure,2,Yes,No,,,1- not at all effective,Yes,Yes,,Yes,3,,Yes,Yes,,4,,aaaaaaaaaaaaaaaaaaaaa212
200,100,184,True,2022-10-11 22:20:39,,,40.7586,-124.1631,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,White,,Liberal,At least once every day,Always,Never,,,I would sign out of my account and not search for those things in the algorithm. ,video,Yes,,Yes,,5- completely effective,2,Yes,,Yes,,4,No,,Yes,Yes,,5- completely effective,No,,Yes,,5- completely effective,aaaaaaaaaaaaaaaaaaaaa221
201,100,494,True,2022-10-11 22:20:53,,,39.0715,-76.6963,anonymous,EN,I consent to participate in this survey,Graduate degree,Man,,White,,Conservative,At least once every month,Most of the time,"Yes, rarely","weird content, horror","none, ignored them.",,video,No,No,,,4,2,Yes,No,,,3,No,No,,Yes,,4,No,No,,,3,aaaaaaaaaaaaaaaaaaaaa188
202,100,355,True,2022-10-11 22:21:04,,,40.7597,-73.981,anonymous,EN,I consent to participate in this survey,Graduate degree,Woman,,White,,Liberal,At least once every day,Always,"Yes, sometimes",too many videos about drug addicts,I didn't do anything because I am actually subscribed to his channel which has a variety of controversial topics. I just am tired of seeing addicts,,video,No,No,,,2,2,No,No,,,1- not at all effective,No,No,,Yes,,Not sure,No,No,,,Not sure,aaaaaaaaaaaaaaaaaaaaa206
203,100,781,True,2022-10-11 22:21:30,,,33.6647,-117.9663,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Very liberal,At least once every day,Never,"Yes, sometimes","Political, kids videos",Generally I watch on incognito mode so it resets if I close and reopen. Otherwise I go to youtube's watched history and delete the video that likely lead to the recommendation,,video,Yes,Yes,,4,,2,Yes,No,,,2,No,No,,Yes,,3,No,No,,,2,aaaaaaaaaaaaaaaaaaaaa164
204,100,293,True,2022-10-11 22:21:49,,,41.8333,-71.4314,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,Black or African American,,Very liberal,At least once every day,Always,"Yes, sometimes",Usually either spoilers of something I have not read or seen yet or Cooking videos,I clicked on the 3 dots next to the video to don't recommend me or don't show this channel,,Video,Yes,No,,,2,2,Yes,Yes,,2,,Yes,Yes,,Yes,1- not at all effective,,Yes,Yes,,5- completely effective,,aaaaaaaaaaaaaaaaaaaaa216
205,100,1721,True,2022-10-11 22:22:02,,,34.3454,-86.274,anonymous,EN,I consent to participate in this survey,Some college but no degree,Woman,,White,,Moderate,At least once every day,Always,"Yes, sometimes","songs, videos with bad language",I ignored them,,video,Yes,No,,,4,2,Yes,No,,,2,No,No,,Yes,,4,No,No,,,4,aaaaaaaaaaaaaaaaaaaaa104
206,100,1081,True,2022-10-11 22:22:17,,,40.9186,-73.8932,anonymous,EN,I consent to participate in this survey,Less than high school degree,Man,,Black or African American,,Moderate,At least once every day,Always,"Yes, very frequently",its a bunch of videos similar towhat i  watch so like music videos and superhero movies things like racism and nasty things would be offensive to me.,id most likely delete my history or search history or likely both.,,video,Yes,Yes,,5- completely effective,,5- completely effective,Yes,Yes,,3,,Yes,Not sure,,Yes,,5- completely effective,Not sure,No,,,5- completely effective,aaaaaaaaaaaaaaaaaaaaa147
207,100,337,True,2022-10-11 22:22:21,,,44.9509,-93.3366,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,"White,Prefer to self-describe",Jewish,Very liberal,At least once every day,Most of the time,"Yes, sometimes",I've had videos recommended to me about criminals and scary real life crime cases.,"I sometimes just ignored them, but, other times, I have clicked those three dots beside the video thumbnail and chose the option to no longer be recommended videos from the uploader's channels.",,video,Yes,Yes,,5- completely effective,,2,Yes,No,,,2,Yes,Yes,,Yes,4,,Yes,Yes,,4,,aaaaaaaaaaaaaaaaaaaaa214
208,100,461,True,2022-10-11 22:22:44,,,34.8493,-82.4041,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,"Asian or Asian American,Hispanic, Latino, Latina, or Latinx,White",,Liberal,At least once every day,Most of the time,"Yes, very frequently",a lot of times it's content creators i'm not interested in. sometimes i'll get conservative political videos in spite of only watching left wing content.,"i click ""not interested"" or ""don't show me this channel"" or something like that",,video,Yes,Yes,,4,,2,Yes,No,,,1- not at all effective,Yes,Yes,,Yes,2,,Yes,Yes,,4,,aaaaaaaaaaaaaaaaaaaaa208
209,100,350,True,2022-10-11 22:22:45,,,34.8395,-120.3905,anonymous,EN,I consent to participate in this survey,Some college but no degree,Woman,,White,,Moderate,At least once every day,Always,"Yes, rarely",videos that have inappropriate language in the title in one way or another,click the not interested button,,video,No,No,,,4,2,Yes,No,,,2,Yes,Yes,,Yes,4,,No,No,,,4,aaaaaaaaaaaaaaaaaaaaa202
210,100,761,True,2022-10-11 22:23:10,,,35.0987,-77.1045,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Woman,,White,,Very liberal,At least once every day,Always,"Yes, rarely","political, right wing. Fox and friends etc.",clicked on the not interested button,,video,No,No,,,2,2,Yes,Yes,,1- not at all effective,,Yes,Yes,,Yes,4,,No,No,,,4,aaaaaaaaaaaaaaaaaaaaa177
211,100,454,True,2022-10-11 22:23:25,,,33.9212,-118.1424,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,"Hispanic, Latino, Latina, or Latinx",,Very liberal,At least once every day,Always,"Yes, rarely",self harming and suicidal talking and depression,I pressed the actions and put that I wasnt interested in them,,video,Yes,Yes,,4,,2,Yes,No,,,4,Yes,Yes,,Yes,4,,Not sure,No,,,4,aaaaaaaaaaaaaaaaaaaaa210
212,100,1569,True,2022-10-11 22:23:29,,,37.2507,-121.836,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,Middle Eastern or Northern African,,Very liberal,At least once every day,Always,"Yes, sometimes","political videos, too graphic etc ",pressed the three circles and hit 'not interested' ,,video,Yes,Yes,,3,,2,Yes,No,,,2,Yes,Yes,,Yes,4,,Yes,Yes,,4,,aaaaaaaaaaaaaaaaaaaaa118
213,100,365,True,2022-10-11 22:23:29,,,36.9201,-76.2122,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,Black or African American,,Liberal,At least once every day,Always,"Yes, sometimes","Alt Right, conspiraices",not interested/delete from history,,video,Yes,Yes,,4,,2,Yes,Yes,,2,,Yes,Yes,,Yes,4,,No,No,,,3,aaaaaaaaaaaaaaaaaaaaa219
214,100,308,True,2022-10-11 22:24:13,,,32.4011,-83.3202,anonymous,EN,I consent to participate in this survey,Some college but no degree,Woman,,White,,Moderate,At least once every day,Most of the time,"Yes, sometimes",Music I don't really like,Clicked on the not interested button on the title of the video ,,Video,Yes,Yes,,3,,2,Yes,No,,,4,Yes,Yes,,Yes,4,,Yes,Yes,,4,,aaaaaaaaaaaaaaaaaaaaa228
215,100,325,True,2022-10-11 22:24:48,,,31.8378,-106.538,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,"Black or African American,White",,Moderate,At least once every day,Never,"Yes, sometimes","Politics, influencers, news, religion, product reviews","I'm rarely logged in, so I can't select that I'm not interested. I usually just enter a search for something I am interested in and ignore the content for which I have no interest. ",,video,Yes,No,,,2,2,Yes,No,,,1- not at all effective,Yes,Yes,,Yes,1- not at all effective,,No,No,,,3,aaaaaaaaaaaaaaaaaaaaa229
216,100,415,True,2022-10-11 22:25:20,,,37.3793,-122.12,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,"Asian or Asian American,Hispanic, Latino, Latina, or Latinx,White",,Liberal,At least once every day,Most of the time,"Yes, sometimes","News, political commentary, things that aren’t very positive in nature",Nothing really. I just don’t click on those videos.,,video,Yes,No,,,2,2,Yes,No,,,2,No,No,,Yes,,4,No,No,,,4,aaaaaaaaaaaaaaaaaaaaa224
217,100,334,True,2022-10-11 22:25:21,,,41.1893,-74.0432,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Conservative,At least once every week,Less than half of the time,"Yes, rarely",Music videos that i consider to be trashy,,,"""video""",No,No,,,2,2,No,No,,,2,No,No,,Yes,,2,No,No,,,2,aaaaaaaaaaaaaaaaaaaaa231
218,100,416,True,2022-10-11 22:25:43,,,41.0351,-74.1386,anonymous,EN,I consent to participate in this survey,Some college but no degree,Woman,,White,,Moderate,At least once every day,Most of the time,"Yes, sometimes",annoying videos about celebrity gossip ,"click 3 dots, not interested ",,video,Yes,No,,,4,2,Yes,Yes,,2,,Yes,Yes,,Yes,4,,Yes,No,,,3,aaaaaaaaaaaaaaaaaaaaa226
219,100,421,True,2022-10-11 22:25:58,,,29.522,-98.5305,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Man,,White,,Moderate,At least once every day,Most of the time,"Yes, sometimes",Generally news videos from untrustworthy sources,Most of the time I navigate away from the page or click not interested,,video,Not sure,No,,,2,2,Yes,No,,,2,Yes,Yes,,Yes,4,,Yes,Yes,,4,,aaaaaaaaaaaaaaaaaaaaa227
220,100,442,True,2022-10-11 22:26:03,,,47.3667,-122.1249,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,"Hispanic, Latino, Latina, or Latinx",,Liberal,At least once every day,Always,"Yes, rarely",Sometimes I will get overtly political videos recommend to me for which I have no interest in ,There is an option to remove video from recommendations,,video ,Yes,No,,,1- not at all effective,2,Yes,No,,,1- not at all effective,Yes,Yes,,Yes,5- completely effective,,Yes,Yes,,5- completely effective,,aaaaaaaaaaaaaaaaaaaaa225
221,100,679,True,2022-10-11 22:26:27,,,21.4337,-158.1767,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Moderate,At least once every day,Always,"Yes, rarely",Abortion talk videos were a little concerning to have pop up while playing youtube on the family TV,I just quickly clicked to a different video for it to go away,,video,No,No,,,5- completely effective,2,Yes,No,,,Not sure,No,No,,Yes,,5- completely effective,No,No,,,5- completely effective,aaaaaaaaaaaaaaaaaaaaa207
222,100,177,True,2022-10-11 22:26:28,,,40.781,-73.9501,anonymous,EN,I consent to participate in this survey,Graduate degree,Woman,,White,,Very liberal,At least once every week,Always,"Yes, sometimes",About children/babies,I ignored them and hoped the algorithm would show me less of it ,,video,No,No,,,4,2,Yes,No,,,4,Yes,No,,Yes,,4,Yes,No,,,4,aaaaaaaaaaaaaaaaaaaaa254
223,100,2240,True,2022-10-11 22:26:47,,,39.638,-74.7728,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Man,,White,,Moderate,At least once every day,Always,"Yes, sometimes",Fad diets that are dangerous,I clicked the dots next to the video and clicked not interested,,video,Yes,No,,,1- not at all effective,2,Yes,Yes,,Not sure,,Yes,Yes,,Yes,Not sure,,Yes,Yes,,5- completely effective,,aaaaaaaaaaaaaaaaaaaaaa93
224,100,266,True,2022-10-11 22:26:48,,,47.6722,-122.1257,anonymous,EN,I consent to participate in this survey,Graduate degree,Woman,,Asian or Asian American,,Liberal,At least once every week,Most of the time,"Yes, sometimes",They were random videos that weren't relevant to what I was watching nor of content I was interested in.,I ignored them,,video,Yes,Yes,,3,,2,Yes,No,,,3,No,No,,Yes,,3,No,No,,,3,aaaaaaaaaaaaaaaaaaaaa245
225,100,358,True,2022-10-11 22:26:53,,,32.6587,-97.1617,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,White,,Moderate,At least once every day,Most of the time,"Yes, very frequently",conspiracy and hate speech,report it,,video,No,No,,,1- not at all effective,2,Yes,No,,,1- not at all effective,Yes,No,,Yes,,1- not at all effective,No,No,,,1- not at all effective,aaaaaaaaaaaaaaaaaaaaa236
226,100,520,True,2022-10-11 22:27:02,,,41.2767,-96.2434,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Liberal,At least once every week,Always,"Yes, sometimes","scammers, vehicles, country music",I don't usually do anything except that I don't click to watch them. ,,video,No,Not sure,,,4,2,Yes,Yes,,4,,No,Not sure,,Yes,,4,No,Not sure,,,3,aaaaaaaaaaaaaaaaaaaaa223
227,100,616,True,2022-10-11 22:27:15,,,33.5137,-83.8699,anonymous,EN,I consent to participate in this survey,Some college but no degree,Woman,,Black or African American,,Moderate,At least once every day,Rarely,"Yes, rarely",They were actually talking about senior benefits,I deleted it,,video,Yes,Yes,,4,,2,Not sure,No,,,5- completely effective,Not sure,Not sure,,Yes,,5- completely effective,Not sure,Not sure,,,5- completely effective,aaaaaaaaaaaaaaaaaaaaa217
228,100,421,True,2022-10-11 22:27:17,,,40.2692,-80.1611,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Liberal,At least once every week,Half of the time,"Yes, sometimes","It’s hard to remember exactly what they were, I just am often surprised and a bit put off by what they think of me. ",Most of the time I close the platform completely. ,,Video,Yes,No,,,3,2,Yes,No,,,1- not at all effective,No,No,,Yes,,3,No,No,,,2,aaaaaaaaaaaaaaaaaaaaa233
229,100,297,True,2022-10-11 22:27:21,,,41.2723,-75.8887,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,"Hispanic, Latino, Latina, or Latinx",,Moderate,At least once every day,Always,"Yes, rarely",Suprising video topics compared to what I usually expect,Nothing I ignored it and waited for it to go away,,video,No,No,,,2,2,Yes,No,,,3,Yes,No,,Yes,,4,Yes,No,,,4,aaaaaaaaaaaaaaaaaaaaa247
230,100,364,True,2022-10-11 22:27:22,,,39.6343,-77.7337,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,White,,Very liberal,At least once every day,Always,"Yes, rarely",It was a YouTuber posting right-wing conspiracy theories. ,"I clicked the box for ""don't show me this creator again"" or something along those lines. ",,video,No,No,,,5- completely effective,2,Yes,No,,,2,Yes,No,,Yes,,3,Yes,Yes,,5- completely effective,,aaaaaaaaaaaaaaaaaaaaa237
231,100,635,True,2022-10-11 22:27:23,,,40.6734,-95.8635,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Liberal,At least once every week,Most of the time,"Yes, sometimes","teen stuff from when granddaughter was using, sometimes right wing political ",right click it and choose options to not show this content,,video,Not sure,No,,,4,2,Yes,Yes,,4,,Yes,Yes,,Yes,4,,Yes,Yes,,5- completely effective,,aaaaaaaaaaaaaaaaaaaaa213
232,100,600,True,2022-10-11 22:27:26,,,42.3575,-83.2162,anonymous,EN,I consent to participate in this survey,Some college but no degree,Woman,,"Hispanic, Latino, Latina, or Latinx,White",,Liberal,At least once every day,Always,"Yes, rarely",Videos titled funny animal videos that were actual videos of animal abuse,I chose not interested and reported the video. ,,video,Yes,No,,,3,3,Yes,Yes,,3,,Yes,Yes,,Yes,5- completely effective,,Yes,No,,,5- completely effective,aaaaaaaaaaaaaaaaaaaaa218
233,100,646,True,2022-10-11 22:27:40,,,29.8331,-95.7498,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,"Hispanic, Latino, Latina, or Latinx",,Conservative,At least once every day,Always,"Yes, sometimes",Most of the videos were sexual in nature.,I click on the video and select not interested. ,,video,No,No,,,3,2,Yes,No,,,2,Yes,Yes,,Yes,3,,Yes,Yes,,4,,aaaaaaaaaaaaaaaaaaaaa215
234,100,244,True,2022-10-11 22:27:57,,,39.934,-75.16,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Woman,,Asian or Asian American,,Moderate,At least once every day,Always,"Yes, very frequently",Gaming videos of games I do not play.,Press the Not interested button or ignore it.,,video,Yes,No,,,3,2,Yes,Yes,,2,,Yes,Yes,,Yes,4,,No,No,,,5- completely effective,aaaaaaaaaaaaaaaaaaaaa257
235,100,259,True,2022-10-11 22:28:10,,,45.5428,-94.1871,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,White,,Very liberal,At least once every day,Always,"Yes, sometimes",Usually conservative political videos,"Next to the video is three dots you can click. I usually select that I'm not interested in the video, sometimes I will click not to recommend the channel at all anymore",,video,Yes,Not sure,,,3,3,Yes,No,,,4,Yes,Yes,,Yes,4,,Yes,Yes,,5- completely effective,,aaaaaaaaaaaaaaaaaaaaa255
236,100,233,True,2022-10-11 22:28:15,,,34.9446,-82.2214,anonymous,EN,I consent to participate in this survey,Graduate degree,Non-binary,,"American Indian or Alaskan Native,Hispanic, Latino, Latina, or Latinx,White",,Very liberal,At least once every day,Always,"Yes, sometimes","Either conservative diatribes, things I consider to be hateful content, or generally NSFW content like videos with women showing deep cleavage as advertisement","I downvote videos, tell Youtube I'm not interested in that channel, and I also use an extension to just block a channel from ever showing up in my search results and recommendations.  I also hide the entire Recommendation area sometimes using a different extension.",,video,Yes,Yes,,3,,2,Yes,Yes,,1- not at all effective,,Yes,Yes,,Yes,1- not at all effective,,Yes,Yes,,2,,aaaaaaaaaaaaaaaaaaaaa261
237,100,206,True,2022-10-11 22:28:19,,,39.2102,-94.6372,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Liberal,At least once every day,Always,"Yes, very frequently","'My Mix' playlists, pimple popping videos, weird MLM fitness/fashion videos","Click the ""not interested"" or ""do not recommend channel"" options on the video. Dislike it if I hate it in particular.",,video,No,No,,,2,2,Yes,Yes,,1- not at all effective,,Yes,Yes,,Yes,1- not at all effective,,Yes,Yes,,3,,aaaaaaaaaaaaaaaaaaaaa263
238,100,478,True,2022-10-11 22:28:27,,,45.4804,-122.5891,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,White,,Very liberal,At least once every week,Most of the time,"Yes, rarely",video games,click out and search,,video,No,No,,,4,2,Yes,Yes,,4,,Yes,Not sure,,Yes,,4,Not sure,Not sure,,,4,aaaaaaaaaaaaaaaaaaaaa234
239,100,401,True,2022-10-11 22:28:28,,,32.2558,-95.3146,anonymous,EN,I consent to participate in this survey,Graduate degree,Man,,Asian or Asian American,,Conservative,At least once every day,Always,"Yes, rarely",They were sexual content ,I didn’t do anything and I just ignored it ,,video ,Yes,No,,,2,2,Yes,No,,,1- not at all effective,No,No,,Yes,,4,Yes,No,,,3,aaaaaaaaaaaaaaaaaaaaa238
240,100,253,True,2022-10-11 22:28:29,,,38.7048,-90.4617,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,Asian or Asian American,,Very liberal,At least once every day,Most of the time,"Yes, rarely",overly political videos,I clicked the option to stop recommending,,video,Yes,Yes,,4,,2,Yes,No,,,2,Yes,Yes,,Yes,4,,Yes,Yes,,5- completely effective,,aaaaaaaaaaaaaaaaaaaaa260
