StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q41,Q40,Q43,Q43_5_TEXT,Q45,Q45_11_TEXT,Q46,Q35,Q36,Q16,Q19,Q20,Q21,Q97,Q23,Q24,Q26,Q25,Q27,Q92,Q60,Q61,Q62,Q63,Q64,Q67,Q68,Q69,Q95,Q71,Q72,Q81,Q82,Q83,Q85,Q86,Q32,Q42,Random ID
2022-10-11 22:16:47,2022-10-11 22:27:22,IP Address,76.84.56.140,100,635,True,2022-10-11 22:27:23,R_3R8ZwDNehqJAdFY,,,,,40.6734,-95.8635,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Liberal,At least once every week,Most of the time,"Yes, sometimes","teen stuff from when granddaughter was using, sometimes right wing political ",right click it and choose options to not show this content,,video,Not sure,No,,,4,2,Yes,Yes,,4,,Yes,Yes,,Yes,4,,Yes,Yes,,5- completely effective,,62bd42b72c2ccddf753b655b,,30197
2022-10-11 22:17:25,2022-10-11 22:27:26,IP Address,172.58.123.99,100,600,True,2022-10-11 22:27:26,R_1CCmdckdVIAQS4R,,,,,42.3575,-83.2162,anonymous,EN,I consent to participate in this survey,Some college but no degree,Woman,,"Hispanic, Latino, Latina, or Latinx,White",,Liberal,At least once every day,Always,"Yes, rarely",Videos titled funny animal videos that were actual videos of animal abuse,"I chose not interested and reported the video. ",,video,Yes,No,,,3,3,Yes,Yes,,3,,Yes,Yes,,Yes,5- completely effective,,Yes,No,,,5- completely effective,5fb47b35d6da7d1a6ae54f08,,88424
2022-10-11 22:16:53,2022-10-11 22:27:39,IP Address,73.232.36.101,100,646,True,2022-10-11 22:27:40,R_1jeM7HDxm5U7E8o,,,,,29.8331,-95.7498,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,"Hispanic, Latino, Latina, or Latinx",,Conservative,At least once every day,Always,"Yes, sometimes",Most of the videos were sexual in nature.,"I click on the video and select not interested. ",,video,No,No,,,3,2,Yes,No,,,2,Yes,Yes,,Yes,3,,Yes,Yes,,4,,5f3153a6180dcf0d8dd72a45,,88933
2022-10-11 22:23:53,2022-10-11 22:27:57,IP Address,76.98.29.224,100,244,True,2022-10-11 22:27:57,R_2EgVRuHv5bMFeeE,,,,,39.934,-75.16,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Woman,,Asian or Asian American,,Moderate,At least once every day,Always,"Yes, very frequently",Gaming videos of games I do not play.,Press the Not interested button or ignore it.,,video,Yes,No,,,3,2,Yes,Yes,,2,,Yes,Yes,,Yes,4,,No,No,,,5- completely effective,6006f8b3977ac90f0e81d37d,,20457
2022-10-11 22:23:50,2022-10-11 22:28:10,IP Address,47.41.117.39,100,259,True,2022-10-11 22:28:10,R_2dtBLpVzukyemWf,,,,,45.5428,-94.1871,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,White,,Very liberal,At least once every day,Always,"Yes, sometimes",Usually conservative political videos,"Next to the video is three dots you can click. I usually select that I'm not interested in the video, sometimes I will click not to recommend the channel at all anymore",,video,Yes,Not sure,,,3,3,Yes,No,,,4,Yes,Yes,,Yes,4,,Yes,Yes,,5- completely effective,,5a78dbb9ae9a0b0001a97212,,80911
2022-10-11 22:24:21,2022-10-11 22:28:15,IP Address,71.81.5.200,100,233,True,2022-10-11 22:28:15,R_3G84Cxv4JRJ1Z2B,,,,,34.9446,-82.2214,anonymous,EN,I consent to participate in this survey,Graduate degree,Non-binary,,"American Indian or Alaskan Native,Hispanic, Latino, Latina, or Latinx,White",,Very liberal,At least once every day,Always,"Yes, sometimes","Either conservative diatribes, things I consider to be hateful content, or generally NSFW content like videos with women showing deep cleavage as advertisement","I downvote videos, tell Youtube I'm not interested in that channel, and I also use an extension to just block a channel from ever showing up in my search results and recommendations.  I also hide the entire Recommendation area sometimes using a different extension.",,video,Yes,Yes,,3,,2,Yes,Yes,,1- not at all effective,,Yes,Yes,,Yes,1- not at all effective,,Yes,Yes,,2,,576704bffdff7a0001c12890,,25763
2022-10-11 22:24:52,2022-10-11 22:28:19,IP Address,136.35.229.201,100,206,True,2022-10-11 22:28:19,R_2z5T8FVi6c7rgS1,,,,,39.2102,-94.6372,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Liberal,At least once every day,Always,"Yes, very frequently","'My Mix' playlists, pimple popping videos, weird MLM fitness/fashion videos","Click the ""not interested"" or ""do not recommend channel"" options on the video. Dislike it if I hate it in particular.",,video,No,No,,,2,2,Yes,Yes,,1- not at all effective,,Yes,Yes,,Yes,1- not at all effective,,Yes,Yes,,3,,5ed2f6cb0777090009f71d01,,83388
2022-10-11 22:20:28,2022-10-11 22:28:26,IP Address,97.115.101.113,100,478,True,2022-10-11 22:28:27,R_zTPKrkPpey22HoR,,,,,45.4804,-122.5891,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,White,,Very liberal,At least once every week,Most of the time,"Yes, rarely",video games,click out and search,,video,No,No,,,4,2,Yes,Yes,,4,,Yes,Not sure,,Yes,,4,Not sure,Not sure,,,4,5e8caf1b063693041f6ac524,,85662
2022-10-11 22:21:47,2022-10-11 22:28:28,IP Address,74.194.168.116,100,401,True,2022-10-11 22:28:28,R_1HkICJS4cid6BW6,,,,,32.2558,-95.3146,anonymous,EN,I consent to participate in this survey,Graduate degree,Man,,Asian or Asian American,,Conservative,At least once every day,Always,"Yes, rarely","They were sexual content ","I didn’t do anything and I just ignored it ",,"video ",Yes,No,,,2,2,Yes,No,,,1- not at all effective,No,No,,Yes,,4,Yes,No,,,3,5e801ffa2b3c3870ecdf7865,,20714
2022-10-11 22:24:15,2022-10-11 22:28:29,IP Address,24.207.131.25,100,253,True,2022-10-11 22:28:29,R_2WHiLLJOQxfRyy1,,,,,38.7048,-90.4617,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,Asian or Asian American,,Very liberal,At least once every day,Most of the time,"Yes, rarely",overly political videos,I clicked the option to stop recommending,,video,Yes,Yes,,4,,2,Yes,No,,,2,Yes,Yes,,Yes,4,,Yes,Yes,,5- completely effective,,5ef2d7247fab4b18187eb534,,37153
2022-10-11 22:22:47,2022-10-11 22:28:30,IP Address,172.119.145.73,100,342,True,2022-10-11 22:28:30,R_rfqNMDysRQIVSwN,,,,,34.3077,-118.4287,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,"Hispanic, Latino, Latina, or Latinx",,Very liberal,At least once every day,Always,"Yes, rarely","They were nothing offensive, just things I have no interest in like technology reviews or from Youtubers I don't want to watch like Jeffree Star.","I right click on the 3 little dots on the recommended video, and either press ""Not interested"" or ""Do not recommend channel"".",,video,Yes,No,,,1- not at all effective,2,Yes,No,,,1- not at all effective,Yes,Yes,,Yes,5- completely effective,,Yes,Yes,,5- completely effective,,594a964c215cbd000146de75,"Fairly quick and straightforward survey, there isn't anything I would change.",93675
2022-10-11 22:19:26,2022-10-11 22:28:46,IP Address,76.109.228.135,100,559,True,2022-10-11 22:28:46,R_w14oDWRQ0WGLKZr,,,,,26.7173,-80.1247,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Liberal,At least once every week,Most of the time,Never,,,"Usually it will let you click something that says stop recommending stuff like this. ",Video,Yes,,Yes,,3,2,Yes,,No,,1- not at all effective,No,,Yes,Yes,,4,No,,Yes,,4,6101e01b5fe9ba60b9c1c4c4,,72027
2022-10-11 22:23:56,2022-10-11 22:28:52,IP Address,68.225.229.7,100,295,True,2022-10-11 22:28:52,R_247dEXPAa8zCrQm,,,,,33.5879,-117.6974,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,White,,Moderate,At least once every day,Always,"Yes, sometimes",Usually recommendations for main stream channels that I'm not interested in. Mainstream news etc.,I click the 3 dots and either tell youtube not to recommend the channel or that I'm not interested in the recommendation.,,video,Yes,No,,,3,2,Yes,No,,,3,Yes,Yes,,Yes,4,,Yes,Yes,,5- completely effective,,5e1a7114a90da52e206de7ea,,72213
2022-10-11 22:23:37,2022-10-11 22:29:09,IP Address,70.163.229.223,100,332,True,2022-10-11 22:29:10,R_2B2oKk8sIXUHcyA,,,,,33.2487,-111.6343,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,White,,Moderate,At least once every day,Most of the time,"Yes, rarely","Ads about video games, usually containing sexual content",Click on the small button and choose to not show them again,,video,No,No,,,5- completely effective,2,Yes,No,,,2,Yes,No,,Yes,,4,Not sure,No,,,4,5af1ce2686e4d20001a015ea,,43968
2022-10-11 22:22:12,2022-10-11 22:29:12,IP Address,99.48.168.158,100,419,True,2022-10-11 22:29:12,R_3gAIfCrsZFDGYOR,,,,,42.4261,-83.2514,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,Black or African American,,Liberal,At least once every day,Always,"Yes, rarely",Carnivore diet followers pretty much.,I did not take any action because it was only mildly offensive to me.,,video,Yes,No,,,5- completely effective,2,Yes,No,,,2,No,No,,Yes,,4,No,No,,,4,614f571879ee135c5a579e08,,81101
2022-10-11 22:16:51,2022-10-11 22:29:13,IP Address,76.209.9.65,100,741,True,2022-10-11 22:29:13,R_WrgCGCmvtW69KKd,,,,,32.7611,-97.3318,anonymous,EN,I consent to participate in this survey,Graduate degree,Man,,White,,Liberal,At least once every day,Always,Never,,,I haven't taken any specific actions. Though i usually don't watch unwanted videos or offensive contents.,video,Yes,,Yes,,5- completely effective,5- completely effective,Yes,,Yes,,5- completely effective,No,,Yes,Yes,,4,Yes,,Yes,,5- completely effective,5d6141608a11df001a477fbe,,32478
2022-10-11 22:21:57,2022-10-11 22:29:39,IP Address,98.29.204.85,100,462,True,2022-10-11 22:29:40,R_W0U4oGhP2RpE2fD,,,,,39.7531,-84.2507,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,Black or African American,,Liberal,At least once every day,Always,"Yes, very frequently","They are often offensive or highly sexual content or it animals cruelty ","I didn't do anything other than get upset ",,Video,No,No,,,4,2,Yes,No,,,3,No,No,,Yes,,4,No,No,,,4,60ba9b1108f554e36941c2b4,,92585
2022-10-11 22:22:48,2022-10-11 22:29:40,IP Address,172.58.103.159,100,412,True,2022-10-11 22:29:41,R_2RXoGRLLRnKroP9,,,,,29.7362,-95.4306,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,"Hispanic, Latino, Latina, or Latinx",,Very liberal,At least once every week,Most of the time,"Yes, sometimes",Music/Musical Artist videos,"I used the ""don't recommend"" or ""not interested"" button to remove and customize my recommended videos.",,video,Yes,No,,,1- not at all effective,2,Yes,No,,,1- not at all effective,Yes,Yes,,Yes,4,,Yes,Yes,,3,,60fc7d423aa600bbb01b7813,,29149
2022-10-11 22:23:45,2022-10-11 22:29:41,IP Address,98.255.88.203,100,355,True,2022-10-11 22:29:41,R_2QxMJAopvZf42EE,,,,,38.4799,-121.4451,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,Asian or Asian American,,Very liberal,At least once every day,Rarely,"Yes, sometimes","Body types videos and comparing people. ","Refreshed my recommendations. ",,video,Yes,Not sure,,,2,2,Yes,Yes,,2,,Yes,Yes,,Yes,3,,No,Not sure,,,4,583d5dd49c5f2a0001b85f40,,39385
2022-10-11 22:20:08,2022-10-11 22:29:43,IP Address,108.28.20.52,100,574,True,2022-10-11 22:29:43,R_SPDQmu0mjZ6oE4F,,,,,38.7741,-77.2385,anonymous,EN,I consent to participate in this survey,Graduate degree,Man,,White,,Conservative,At least once every day,Always,"Yes, rarely","If I am logged into youtube as usual, then some videos will be recommended that I would rather not have others see me viewing because they have scantily clad women in them.","Nothing, since the problem is when they are being recommended.",,video,Yes,No,,,5- completely effective,2,Yes,No,,,4,No,No,,Yes,,4,Not sure,No,,,4,58be2fc3bfc0f4000179f3c5,The problem with youtube recommendations is that they will show you stuff totally unrelated to what you are currently watching (because it relates to stuff you have watched before). This is not good if you are trying to show something to someone else and don't want them to see what youtube is recommending based on your viewing history.,13414
2022-10-11 22:26:11,2022-10-11 22:29:46,IP Address,47.232.90.152,100,214,True,2022-10-11 22:29:46,R_1HkjWLr1dLZRQub,,,,,38.5317,-89.9988,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,White,,Moderate,At least once every day,Most of the time,"Yes, rarely",Videos of people I don't like or are not interested in hearing about.,None,,video,No,No,,,5- completely effective,5- completely effective,Yes,Not sure,,,3,No,No,,Yes,,4,No,No,,,4,5c7e14531c3cf8001638b5b0,Thanks for the survey :),22351
2022-10-11 22:25:46,2022-10-11 22:29:49,IP Address,96.255.209.2,100,242,True,2022-10-11 22:29:50,R_2zwLO1HabAMhctV,,,,,39.109,-77.2489,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Man,,White,,Moderate,At least once every day,Always,"Yes, very frequently","Politics, racisim","I clicked not interested in the video ",,Video,Yes,Yes,,5- completely effective,,2,Yes,No,,,4,Yes,Yes,,Yes,5- completely effective,,Yes,No,,,4,61451e21a303bee08cbb86ea,,98449
2022-10-11 22:25:57,2022-10-11 22:29:53,IP Address,98.114.216.250,100,236,True,2022-10-11 22:29:54,R_RxVcPt1A1RsRjz3,,,,,40.09,-75.0363,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Man,,Asian or Asian American,,Liberal,At least once every day,Always,"Yes, very frequently",Cringe reaction videos,"Clicked on the three dots and selected ""not interested"" and/or ""don't recommend channel""",,video,No,No,,,Not sure,2,Yes,No,,,Not sure,Yes,Yes,,Yes,2,,Yes,Yes,,1- not at all effective,,62b9ab25a08359b247574a20,,87232
2022-10-11 22:26:46,2022-10-11 22:30:02,IP Address,134.129.18.81,100,195,True,2022-10-11 22:30:02,R_1IAkbc1nYUrHqMl,,,,,46.9188,-96.8266,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,White,,Very conservative,At least once every day,Always,"Yes, sometimes","Political, Soccer, People I don't care about",They have an option to remove recommendation and I clicked that and they said they would fix it,,video,Yes,Yes,,3,,2,Yes,Yes,,2,,Yes,Yes,,Yes,4,,Yes,Yes,,4,,63155246b877fe1cc4764511,Nice survey! Thanks!,65647
2022-10-11 22:22:01,2022-10-11 22:30:09,IP Address,108.90.95.103,100,488,True,2022-10-11 22:30:10,R_1DAMSnRVMa1ndzP,,,,,35.1936,-80.6865,anonymous,EN,I consent to participate in this survey,Graduate degree,Woman,,Black or African American,,Moderate,At least once every day,Always,"Yes, sometimes",black conservatives spewing anti-black talking points,clicked do not recommend,,video,No,No,,,3,2,Yes,No,,,3,Yes,No,,Yes,,4,Yes,Yes,,4,,6298eed2bfd985c0011572c5,,45187
2022-10-11 22:25:25,2022-10-11 22:30:18,IP Address,174.205.169.70,100,293,True,2022-10-11 22:30:19,R_1j7l253uZ3hsvhq,,,,,33.4602,-112.1334,anonymous,EN,I consent to participate in this survey,Graduate degree,Man,,White,,Moderate,At least once every day,Most of the time,"Yes, sometimes",Political news,Nothing,,Video,No,No,,,4,2,Yes,No,,,2,No,No,,Yes,,4,No,No,,,4,60ce9821c5f9fb4cc8cd1bbd,,44491
2022-10-11 22:25:40,2022-10-11 22:30:25,IP Address,72.208.205.217,100,285,True,2022-10-11 22:30:26,R_3DuTGNJ5cbuwZiW,,,,,33.3825,-111.875,anonymous,EN,I consent to participate in this survey,Some college but no degree,Woman,,White,,Moderate,At least once every week,Rarely,"Yes, sometimes",Music,"Nothing, I just ignored them and kept on looking for what I wanted to watch",,video,No,No,,,4,2,No,No,,,2,No,No,,Yes,,1- not at all effective,No,No,,,2,5e45ebd018bf820d2cb9ebab,,27287
2022-10-11 22:25:24,2022-10-11 22:30:27,IP Address,24.6.8.27,100,302,True,2022-10-11 22:30:27,R_2ZZz1FJe4VJDpZ1,,,,,37.7383,-122.4556,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,Asian or Asian American,,Liberal,At least once every day,Most of the time,"Yes, very frequently",Videos from Youtubers I find very annoying,I would x out of the video recommendation so it disappears from the page,,video,No,No,,,4,2,Yes,No,,,2,Yes,Yes,,Yes,3,,No,No,,,4,5e7f12f57ef97e5e3ba73087,,51006
2022-10-11 22:23:51,2022-10-11 22:30:29,IP Address,184.19.208.103,100,398,True,2022-10-11 22:30:29,R_3IauLmltRx78P7P,,,,,38.3997,-81.582,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,White,,Liberal,At least once every day,Always,"Yes, rarely","Got one a long time ago that was goriest motorcycle wrecks but that was before algorithms ",Didn't do anything about it,,video,No,No,,,5- completely effective,2,Yes,No,,,5- completely effective,No,No,,Yes,,5- completely effective,No,No,,,5- completely effective,6283c36ad3efe29ccf3d414e,,73997
2022-10-11 22:25:17,2022-10-11 22:30:53,IP Address,174.140.122.253,100,335,True,2022-10-11 22:30:53,R_31ZpTAUljAVMb1u,,,,,40.5076,-78.3925,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Very liberal,At least once every day,Most of the time,"Yes, rarely","Politics, music I don't like ","None. ",,Video,No,No,,,5- completely effective,2,Yes,No,,,Not sure,No,No,,Yes,,3,No,No,,,Not sure,6078f1064408615b66a38f93,,45784
2022-10-11 22:26:30,2022-10-11 22:31:01,IP Address,174.243.212.24,100,270,True,2022-10-11 22:31:01,R_3MokFTwfUqAamIg,,,,,34.0062,-117.4432,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Conservative,At least once every day,Most of the time,"Yes, sometimes","Some of them are just irrelevant to what I was searching, or feature offensive language unsafe for work.",I either left them alone or conducted a new search,,video,No,No,,,4,2,Yes,Yes,,3,,No,No,,Yes,,4,No,No,,,3,5c6ef14c2cd3cb0001fadd0e,Straightforward survey. Thank you!,72226
2022-10-11 22:22:25,2022-10-11 22:31:07,IP Address,98.207.227.235,100,521,True,2022-10-11 22:31:07,R_1DUnZRHjk6YwL8k,,,,,38.4782,-122.7475,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Liberal,At least once every day,Always,"Yes, sometimes",Generally Fox News screeds or worse; animal blooper reels in which animals are mocked or treated poorly,I ignore them because YouTube is not going to remove any of them.,,video,No,No,,,4,2,Yes,Yes,,3,,No,No,,Yes,,3,No,No,,,4,61501967e49a3d7e1977e4b4,"I learned a few things about YouTube by taking your survey, but the recommendations I receive for vides that are not interesting to me are few, and so it's most efficient just to ignore them. If they ever increase in frequency, I now know I have several options for attempting to deal with them.",82510
2022-10-11 22:25:14,2022-10-11 22:31:20,IP Address,174.247.252.16,100,365,True,2022-10-11 22:31:20,R_2WJtaACJ3omQtz7,,,,,34.7448,-92.2883,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,White,,Conservative,At least once every week,Always,"Yes, sometimes","Usually came around to some political b.s. ",I didnt. Just scrolled past them,,Video,Yes,Yes,,3,,2,Yes,No,,,3,No,No,,Yes,,4,No,No,,,3,60da85dbae74ca4d3619b17c,,76533
2022-10-11 22:24:29,2022-10-11 22:31:50,IP Address,174.205.100.106,100,441,True,2022-10-11 22:31:50,R_7370bLa4z3SbZ4J,,,,,36.175,-115.1372,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,White,,Moderate,At least once every day,Most of the time,"Yes, sometimes","Home renovation, other uninteresting topics",None,,video,Yes,Not sure,,,4,2,Yes,Yes,,3,,Yes,Yes,,Yes,3,,Not sure,No,,,4,6337a6aad56b4264062d27ef,No feedback,37255
2022-10-11 22:28:53,2022-10-11 22:31:50,IP Address,47.233.15.24,100,177,True,2022-10-11 22:31:51,R_1OT7dGEe0eGbBeq,,,,,38.544,-91.0155,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Man,,White,,Moderate,At least once every day,Always,"Yes, rarely",Child porn,Report the video,,video,Yes,No,,,1- not at all effective,2,Yes,No,,,1- not at all effective,Yes,No,,Yes,,1- not at all effective,Yes,No,,,1- not at all effective,5f13958f0576a62394421a92,,17483
2022-10-11 22:28:40,2022-10-11 22:31:51,IP Address,47.40.255.111,100,190,True,2022-10-11 22:31:51,R_2q9MS6UZFspNXzd,,,,,36.3125,-82.377,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Conservative,At least once every day,Always,"Yes, rarely",Suicide/severe mental health issues,I just scroll past,,video,Yes,No,,,3,2,Yes,No,,,2,No,No,,Yes,,4,No,No,,,4,5f16195dc1ac14769930915c,,72520
2022-10-11 22:18:32,2022-10-11 22:31:57,IP Address,68.198.65.186,100,804,True,2022-10-11 22:31:58,R_3kKeoatdM7ZUbaV,,,,,40.6713,-73.8943,anonymous,EN,I consent to participate in this survey,Associate degree,"Woman,Non-binary",,Black or African American,,Liberal,At least once every day,Always,"Yes, rarely","Black abuse, disturbing animals, annoying youtubers",I did nothing it eventually went away,,video,Yes,No,,,5- completely effective,2,Yes,No,,,1- not at all effective,Yes,No,,Yes,,4,No,No,,,Not sure,628fa9e1afc3de7797cb6e2f,"I think there's too many attention checks for a short survey, but besides that it's very good.",70416
2022-10-11 22:26:00,2022-10-11 22:32:05,IP Address,167.224.163.138,100,364,True,2022-10-11 22:32:05,R_12gtgCIBkcVqRBW,,,,,36.0557,-94.1567,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Moderate,At least once every week,Most of the time,"Yes, very frequently",Videos of construction. Sometimes hunting videos,"Sometimes I will click ""Not interested""",,video,Not sure,No,,,2,2,Yes,No,,,2,Yes,Yes,,Yes,3,,Yes,No,,,3,5fcf286268f4c722183af975,None,63461
2022-10-11 22:27:00,2022-10-11 22:32:09,IP Address,73.174.173.236,100,308,True,2022-10-11 22:32:10,R_3Eyhu8nQ4m23Gqs,,,,,40.4725,-79.9109,anonymous,EN,I consent to participate in this survey,Graduate degree,Woman,,White,,Liberal,At least once every week,Most of the time,"Yes, sometimes","examples: music videos for music I don't like, content about celebrities that I never find interesting at all","I did not take any actions.  I just ignore them. ",,video,No,No,,,Not sure,2,Yes,No,,,2,No,No,,Yes,,Not sure,No,No,,,Not sure,565a4547c51d43000587507d,n/a,37093
2022-10-11 22:26:43,2022-10-11 22:32:24,IP Address,172.58.120.208,100,341,True,2022-10-11 22:32:25,R_1FwFGauHRMJP3Ko,,,,,40.0982,-83.158,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Liberal,At least once every week,Half of the time,"Yes, sometimes",Videos I find boring like music video commentary,I logged out of my account,,video,No,No,,,3,2,Yes,No,,,2,No,No,,Yes,,3,No,No,,,2,6110e69b833894a92e7f7128,,95401
2022-10-11 22:27:26,2022-10-11 22:32:49,IP Address,66.65.88.111,100,322,True,2022-10-11 22:32:50,R_2aX298RxWo6mODj,,,,,40.8596,-73.9316,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,"Hispanic, Latino, Latina, or Latinx",,Liberal,At least once every day,Always,"Yes, sometimes","Relationships, Celebrities, Movies, Random Reactions, Community Posts","I click on the ""Not Interested"" button or the ""Don't Recommend This Channel"" button.",,video,Not sure,No,,,2,2,Yes,No,,,3,Yes,Yes,,Yes,4,,Yes,Yes,,4,,62b36447a302631cc7734d76,,58961
2022-10-11 22:14:54,2022-10-11 22:33:14,IP Address,71.231.185.126,100,1100,True,2022-10-11 22:33:15,R_QnsQuI8HpbhoBhv,,,,,47.6722,-122.1257,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,White,,Liberal,At least once every day,Most of the time,"Yes, rarely",animals being abused or just in a dangerous situation that humans have forced them into.,Nothing usually might down vote or dislike. Scrolling away or closing the page how I deal with it,,video,Yes,Yes,,5- completely effective,,2,Yes,Yes,,Not sure,,No,Yes,,Yes,Not sure,,No,No,,,Not sure,5dd3bfcd8b8df139ce007928,"The 'in this scenario' part 'you answered Yes' 'did you answer Yes' was very confusing and poorly worded. Simply asking have you ever performed this action and if not do you think it would be effective might make things clearer. ",23430
2022-10-11 22:21:54,2022-10-11 22:33:38,IP Address,172.58.123.237,100,704,True,2022-10-11 22:33:39,R_3EXp6XHwGU3hE4R,,,,,42.3575,-83.2162,anonymous,EN,I consent to participate in this survey,Some college but no degree,Woman,,White,,Conservative,At least once every week,Most of the time,"Yes, sometimes","Anime and political videos ",I just skipped the recommendations,,video,Yes,Yes,,5- completely effective,,2,Yes,Yes,,3,,Yes,Yes,,Yes,4,,No,No,,,4,5fd5b5a8c19e0c41af96b96e,N/a,72408
2022-10-11 22:28:12,2022-10-11 22:33:47,IP Address,107.129.225.50,100,335,True,2022-10-11 22:33:48,R_1FsQQRpBx2MO7T3,,,,,41.4694,-81.8541,anonymous,EN,I consent to participate in this survey,Graduate degree,Man,,White,,Conservative,At least once every day,Always,"Yes, rarely",The videos were on topics that I was not at all interested in,I scrolled past the recommended video,,video,No,No,,,4,2,Yes,No,,,3,Yes,No,,Yes,,4,No,No,,,3,628868808536e0942aeb98a0,,52051
2022-10-11 22:23:41,2022-10-11 22:33:53,IP Address,73.75.120.79,100,611,True,2022-10-11 22:33:53,R_1g7PnJN1P9s82ne,,,,,42.314,-88.997,anonymous,EN,I consent to participate in this survey,Associate degree,Woman,,White,,Very liberal,At least once every day,Always,"Yes, very frequently",I get a large variety and even though I don't watch I keep getting recommended lots of the same videos over and over for months on end.,I just skip over them.,,video,No,No,,,3,2,Yes,No,,,3,No,No,,Yes,,3,No,No,,,3,5ee2e7bf21501a83d55642cd,,49064
2022-10-11 22:22:48,2022-10-11 22:34:13,IP Address,47.184.92.217,100,684,True,2022-10-11 22:34:13,R_O0sDlD5H8w7Qvfj,,,,,33.1452,-97.0699,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,White,,Liberal,At least once every day,Most of the time,"Yes, rarely","Videos from Right Wing Extremists ","In some instances I may flag something but usually I just try to avoid keywords that brought it up in the algorithm. ",,video,Yes,Yes,,4,,2,Yes,No,,,2,Yes,Yes,,Yes,4,,No,Not sure,,,5- completely effective,62ce05ec438b3fe762926ba8,,38483
2022-10-11 22:28:55,2022-10-11 22:34:15,IP Address,75.170.40.241,100,319,True,2022-10-11 22:34:15,R_2CjHJyOtIHFSosw,,,,,35.6206,-77.3944,anonymous,EN,I consent to participate in this survey,Associate degree,Woman,,White,,Conservative,At least once every week,Most of the time,"Yes, sometimes",Health related,Closed it,,Video,Yes,Yes,,4,,2,No,No,,,1- not at all effective,No,No,,Yes,,1- not at all effective,No,No,,,1- not at all effective,62d9e64afe933895691d1ca7,,31986
2022-10-11 22:25:54,2022-10-11 22:34:35,IP Address,174.59.220.88,100,520,True,2022-10-11 22:34:35,R_1rAHS2zFLVBiA4G,,,,,40.7957,-77.8618,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,White,,Conservative,At least once every day,Most of the time,"Yes, rarely",Random music videos of songs I've never heard before with very few views. Some had very suggestive thumbnails.,"None, I hoped the algorithm would eventually take the videos out of my recommendations ",,video,Yes,No,,,2,2,Yes,No,,,3,No,No,,Yes,,3,No,No,,,3,5962ceff8474920001bd266e,,12437
2022-10-11 22:26:23,2022-10-11 22:34:53,IP Address,73.161.224.174,100,509,True,2022-10-11 22:34:53,R_3m4cXE7HQbuawf2,,,,,42.9178,-85.6995,anonymous,EN,I consent to participate in this survey,Associate degree,Man,,White,,Liberal,At least once every day,Always,"Yes, sometimes",Comedy/gaming videos,"I clicked the options and selected ""do not recommend this video""",,video,No,No,,,2,2,Yes,No,,,1- not at all effective,Yes,Yes,,Yes,4,,Yes,Yes,,4,,62838b88bc35e0497491f8e4,,34727
